FriendlyName,EntityType,Category,ObjectName
modularcarpassengerseatlesslegroomright,Blacklist,N/A,assets/prefabs/vehicle/seats/modularcarpassengerseatlesslegroomright.prefab
modularcarpassengerseatright,Blacklist,N/A,assets/prefabs/vehicle/seats/modularcarpassengerseatright.prefab
mormon_tea_a,Blacklist,N/A,assets/bundled/prefabs/autospawn/resource/v3_bushes_arid_desert/mormon_tea_a.prefab
mormon_tea_b,Blacklist,N/A,assets/bundled/prefabs/autospawn/resource/v3_bushes_arid_desert/mormon_tea_b.prefab
mormon_tea_c,Blacklist,N/A,assets/bundled/prefabs/autospawn/resource/v3_bushes_arid_desert/mormon_tea_c.prefab
mormon_tea_d,Blacklist,N/A,assets/bundled/prefabs/autospawn/resource/v3_bushes_arid_desert/mormon_tea_d.prefab
mortarblue,Blacklist,N/A,assets/prefabs/deployable/fireworks/mortarblue.prefab
mortarchampagne,Blacklist,N/A,assets/prefabs/deployable/fireworks/mortarchampagne.prefab
mortargreen,Blacklist,N/A,assets/prefabs/deployable/fireworks/mortargreen.prefab
mortarorange,Blacklist,N/A,assets/prefabs/deployable/fireworks/mortarorange.prefab
mortarred,Blacklist,N/A,assets/prefabs/deployable/fireworks/mortarred.prefab
mortarviolet,Blacklist,N/A,assets/prefabs/deployable/fireworks/mortarviolet.prefab
Movember Moustache,Loot,Clothing,movembermoustache (world)
mp5,Loot,Prefabs Weapons,assets/prefabs/weapons/mp5/mp5.entity.prefab
MP5A4,Loot,Weapons,smg.mp5 (world)
Multiple Grenade Launcher,Loot,Weapons,multiplegrenadelauncher (world)
Mummy Suit,Loot,Clothing,halloween.mummysuit (world)
Murderer,PlayerNPC,N/A,assets/prefabs/npc/murderer/murderer.prefab
Murderer Corpse,Loot,Corpse,assets/prefabs/npc/murderer/murderer_corpse.prefab
Mushroom,Loot,Food,assets/bundled/prefabs/autospawn/collectable/mushrooms/mushroom-cluster-5.prefab
Mushroom,Loot,Food,assets/bundled/prefabs/autospawn/collectable/mushrooms/mushroom-cluster-6.prefab
Mushroom,Loot,Food,mushroom (world)
Muzzle Boost,Loot,Weapons,weapon.mod.muzzleboost (world)
Muzzle Brake,Loot,Weapons,weapon.mod.muzzlebrake (world)
muzzleboost,Loot,Prefabs Weapons Mods,assets/prefabs/weapon mods/muzzleboost/muzzleboost.entity.prefab
muzzlebrake,Loot,Prefabs Weapons Mods,assets/prefabs/weapon mods/muzzlebrake/muzzlebrake.entity.prefab
nailgun,Loot,Prefabs Weapons,assets/prefabs/weapons/nailgun/nailgun.entity.prefab
Nailgun,Loot,Weapons,pistol.nailgun (world)
Nailgun Nails,Loot,Ammo,ammo.nailgun.nails (world)
napalm,Blacklist,N/A,assets/bundled/prefabs/napalm.prefab
Nest Hat,Loot,Clothing,attire.nesthat (world)
net_env,Blacklist,N/A,assets/bundled/prefabs/system/net_env.prefab
Netting,Loot,Construction,wall.frame.netting (world)
New Year Gong,Loot,Misc,newyeargong (world)
newyeargongdeployed,Blacklist,N/A,assets/prefabs/misc/chinesenewyear/newyeargong/newyeargong.deployed.prefab
Night Vision Goggles,Loot,Clothing,nightvisiongoggles (world)
Normal Crate,Loot,Crate,assets/bundled/prefabs/radtown/crate_normal.prefab
Normal Crate,Loot,Crate,assets/bundled/prefabs/radtown/crate_normal_2.prefab
Note,Loot,Misc,note (world)
npcvendingmachine,Blacklist,N/A,assets/prefabs/deployable/vendingmachine/npcvendingmachine.prefab
npcvendingmachine_attire,Blacklist,N/A,assets/prefabs/deployable/vendingmachine/npcvendingmachines/npcvendingmachine_attire.prefab
npcvendingmachine_building,Blacklist,N/A,assets/prefabs/deployable/vendingmachine/npcvendingmachines/npcvendingmachine_building.prefab
npcvendingmachine_building_hapis,Blacklist,N/A,assets/bundled/prefabs/hapis/npcvendingmachine_building_hapis.prefab
npcvendingmachine_buyres_hapis,Blacklist,N/A,assets/bundled/prefabs/hapis/npcvendingmachine_buyres_hapis.prefab
npcvendingmachine_components,Blacklist,N/A,assets/prefabs/deployable/vendingmachine/npcvendingmachines/npcvendingmachine_components.prefab
npcvendingmachine_extra,Blacklist,N/A,assets/prefabs/deployable/vendingmachine/npcvendingmachines/npcvendingmachine_extra.prefab
npcvendingmachine_farming,Blacklist,N/A,assets/prefabs/deployable/vendingmachine/npcvendingmachines/npcvendingmachine_farming.prefab
npcvendingmachine_food_hapis,Blacklist,N/A,assets/bundled/prefabs/hapis/npcvendingmachine_food_hapis.prefab
npcvendingmachine_hapis_farming,Blacklist,N/A,assets/bundled/prefabs/hapis/npcvendingmachine_hapis_farming.prefab
npcvendingmachine_hapis_hapis,Blacklist,N/A,assets/bundled/prefabs/hapis/npcvendingmachine_hapis_hapis.prefab
npcvendingmachine_hapisexchange,Blacklist,N/A,assets/prefabs/deployable/vendingmachine/npcvendingmachines/npcvendingmachine_hapisexchange.prefab
npcvendingmachine_resources,Blacklist,N/A,assets/prefabs/deployable/vendingmachine/npcvendingmachines/npcvendingmachine_resources.prefab
npcvendingmachine_tools,Blacklist,N/A,assets/prefabs/deployable/vendingmachine/npcvendingmachines/npcvendingmachine_tools.prefab
npcvendingmachine_vehicles,Blacklist,N/A,assets/prefabs/deployable/vendingmachine/npcvendingmachines/npcvendingmachine_vehicles.prefab
npcvendingmachine_vehicleshigh,Blacklist,N/A,assets/prefabs/deployable/vendingmachine/npcvendingmachines/npcvendingmachine_vehicleshigh.prefab
npcvendingmachine_weapons,Blacklist,N/A,assets/prefabs/deployable/vendingmachine/npcvendingmachines/npcvendingmachine_weapons.prefab
npcvendingmachine_weapons_hapis,Blacklist,N/A,assets/bundled/prefabs/hapis/npcvendingmachine_weapons_hapis.prefab
oak_a,Blacklist,N/A,assets/bundled/prefabs/autospawn/resource/v2_temp_field_large/oak_a.prefab
oak_a_tundra,Blacklist,N/A,assets/bundled/prefabs/autospawn/resource/v2_tundra_forest/oak_a_tundra.prefab
oak_a_tundra,Blacklist,N/A,assets/bundled/prefabs/autospawn/resource/v2_tundra_forest_small/oak_a_tundra.prefab
oak_b,Blacklist,N/A,assets/bundled/prefabs/autospawn/resource/v3_temp_field_large/oak_b.prefab
oak_b,Blacklist,N/A,assets/bundled/prefabs/autospawn/resource/v2_temp_field_large/oak_b.prefab
oak_b_tundra,Blacklist,N/A,assets/bundled/prefabs/autospawn/resource/v2_tundra_forest/oak_b_tundra.prefab
oak_c,Blacklist,N/A,assets/bundled/prefabs/autospawn/resource/v3_temp_field_large/oak_c.prefab
oak_c,Blacklist,N/A,assets/bundled/prefabs/autospawn/resource/v2_temp_field_large/oak_c.prefab
oak_d,Blacklist,N/A,assets/bundled/prefabs/autospawn/resource/v3_temp_field_large/oak_d.prefab
oak_d,Blacklist,N/A,assets/bundled/prefabs/autospawn/resource/v2_temp_field_large/oak_d.prefab
oak_e,Blacklist,N/A,assets/bundled/prefabs/autospawn/resource/v3_temp_field/oak_e.prefab
oak_e,Blacklist,N/A,assets/bundled/prefabs/autospawn/resource/v2_temp_field_small/oak_e.prefab
oak_f,Blacklist,N/A,assets/bundled/prefabs/autospawn/resource/v2_temp_field_small/oak_f.prefab
oak_f,Blacklist,N/A,assets/bundled/prefabs/autospawn/resource/v3_temp_field/oak_f.prefab
oak_f_tundra,Blacklist,N/A,assets/bundled/prefabs/autospawn/resource/v2_tundra_forest_small/oak_f_tundra.prefab
ocotillo_a,Blacklist,N/A,assets/bundled/prefabs/autospawn/resource/v3_bushes_arid_ocotillo/ocotillo_a.prefab
ocotillo_b,Blacklist,N/A,assets/bundled/prefabs/autospawn/resource/v3_bushes_arid_ocotillo/ocotillo_b.prefab
ocotillo_c,Blacklist,N/A,assets/bundled/prefabs/autospawn/resource/v3_bushes_arid_ocotillo/ocotillo_c.prefab
ocotillo_d,Blacklist,N/A,assets/bundled/prefabs/autospawn/resource/v3_bushes_arid_ocotillo/ocotillo_d.prefab
ocotillo_dry_a,Blacklist,N/A,assets/bundled/prefabs/autospawn/resource/v3_bushes_arid_ocotillo/ocotillo_dry_a.prefab
ocotillo_dry_b,Blacklist,N/A,assets/bundled/prefabs/autospawn/resource/v3_bushes_arid_ocotillo/ocotillo_dry_b.prefab
ocotillo_dry_c,Blacklist,N/A,assets/bundled/prefabs/autospawn/resource/v3_bushes_arid_ocotillo/ocotillo_dry_c.prefab
ocotillo_dry_d,Blacklist,N/A,assets/bundled/prefabs/autospawn/resource/v3_bushes_arid_ocotillo/ocotillo_dry_d.prefab
Oil Barrel,Loot,Barrel,assets/bundled/prefabs/radtown/oil_barrel.prefab
oilfireball2,Blacklist,N/A,assets/prefabs/npc/m2bradley/oilfireball2.prefab
oilfireballsmall,Blacklist,N/A,assets/bundled/prefabs/oilfireballsmall.prefab
One Sided Town Sign Post,Loot,Items,sign.post.town (world)
onedeath,Blacklist,N/A,assets/prefabs/gamemodes/onedeath.prefab
OR Switch,Loot,Electronics,electric.orswitch (world)
Orange Boomer,Loot,Misc,firework.boomer.orange (world)
orebonus_generic,Blacklist,N/A,assets/prefabs/misc/orebonus/orebonus_generic.prefab
orswitch,Blacklist,N/A,assets/prefabs/io/electric/switches/orswitch.prefab
orswitchentity,Blacklist,N/A,assets/prefabs/deployable/playerioents/gates/orswitch/orswitch.entity.prefab
Ox Mask,Loot,Clothing,hat.oxmask (world)
paddle,Loot,Prefabs Weapons,assets/prefabs/weapons/paddle/paddle.entity.prefab
Paddle,Loot,Weapons,paddle (world)
Paddling Pool,Loot,Weapons,paddlingpool (world)
paddlingpooldeployed,Blacklist,N/A,assets/prefabs/misc/summer_dlc/paddling_pool/paddlingpool.deployed.prefab
pagerentity,Blacklist,N/A,assets/prefabs/tools/pager/pager.entity.prefab
Painted Egg,Loot,Items,easter.paintedeggs (world)
palm_tree_med_a_entity,Blacklist,N/A,assets/bundled/prefabs/autospawn/resource/v3_arid_forest/palm_tree_med_a_entity.prefab
palm_tree_med_a_entity,Blacklist,N/A,assets/bundled/prefabs/autospawn/resource/v2_arid_forest/palm_tree_med_a_entity.prefab
palm_tree_med_b_entity,Blacklist,N/A,assets/bundled/prefabs/autospawn/resource/v2_arid_forest/palm_tree_med_b_entity.prefab
palm_tree_short_a_entity,Blacklist,N/A,assets/bundled/prefabs/autospawn/resource/v3_arid_beachside/palm_tree_short_a_entity.prefab
palm_tree_short_a_entity,Blacklist,N/A,assets/bundled/prefabs/autospawn/resource/v3_arid_field/palm_tree_short_a_entity.prefab
palm_tree_short_a_entity,Blacklist,N/A,assets/bundled/prefabs/autospawn/resource/v3_arid_forest/palm_tree_short_a_entity.prefab
palm_tree_short_a_entity,Blacklist,N/A,assets/bundled/prefabs/autospawn/resource/v2_arid_forest/palm_tree_short_a_entity.prefab
palm_tree_short_b_entity,Blacklist,N/A,assets/bundled/prefabs/autospawn/resource/v3_arid_forest/palm_tree_short_b_entity.prefab
palm_tree_short_b_entity,Blacklist,N/A,assets/bundled/prefabs/autospawn/resource/v2_arid_forest/palm_tree_short_b_entity.prefab
palm_tree_short_b_entity,Blacklist,N/A,assets/bundled/prefabs/autospawn/resource/v3_arid_beachside/palm_tree_short_b_entity.prefab
palm_tree_short_b_entity,Blacklist,N/A,assets/bundled/prefabs/autospawn/resource/v3_arid_field/palm_tree_short_b_entity.prefab
palm_tree_short_c_entity,Blacklist,N/A,assets/bundled/prefabs/autospawn/resource/v3_arid_forest/palm_tree_short_c_entity.prefab
palm_tree_short_c_entity,Blacklist,N/A,assets/bundled/prefabs/autospawn/resource/v2_arid_forest/palm_tree_short_c_entity.prefab
palm_tree_short_c_entity,Blacklist,N/A,assets/bundled/prefabs/autospawn/resource/v3_arid_beachside/palm_tree_short_c_entity.prefab
palm_tree_short_c_entity,Blacklist,N/A,assets/bundled/prefabs/autospawn/resource/v3_arid_field/palm_tree_short_c_entity.prefab
palm_tree_small_a_entity,Blacklist,N/A,assets/bundled/prefabs/autospawn/resource/v2_arid_forest/palm_tree_small_a_entity.prefab
palm_tree_small_a_entity,Blacklist,N/A,assets/bundled/prefabs/autospawn/resource/v3_arid_beachside/palm_tree_small_a_entity.prefab
palm_tree_small_b_entity,Blacklist,N/A,assets/bundled/prefabs/autospawn/resource/v3_arid_field/palm_tree_small_b_entity.prefab
palm_tree_small_b_entity,Blacklist,N/A,assets/bundled/prefabs/autospawn/resource/v2_arid_forest/palm_tree_small_b_entity.prefab
palm_tree_small_b_entity,Blacklist,N/A,assets/bundled/prefabs/autospawn/resource/v3_arid_beachside/palm_tree_small_b_entity.prefab
palm_tree_small_c_entity,Blacklist,N/A,assets/bundled/prefabs/autospawn/resource/v3_arid_field/palm_tree_small_c_entity.prefab
palm_tree_small_c_entity,Blacklist,N/A,assets/bundled/prefabs/autospawn/resource/v2_arid_forest/palm_tree_small_c_entity.prefab
palm_tree_small_c_entity,Blacklist,N/A,assets/bundled/prefabs/autospawn/resource/v3_arid_beachside/palm_tree_small_c_entity.prefab
palm_tree_tall_a_entity,Blacklist,N/A,assets/bundled/prefabs/autospawn/resource/v3_arid_forest/palm_tree_tall_a_entity.prefab
palm_tree_tall_a_entity,Blacklist,N/A,assets/bundled/prefabs/autospawn/resource/v2_arid_forest/palm_tree_tall_a_entity.prefab
palm_tree_tall_b_entity,Blacklist,N/A,assets/bundled/prefabs/autospawn/resource/v3_arid_forest/palm_tree_tall_b_entity.prefab
palm_tree_tall_b_entity,Blacklist,N/A,assets/bundled/prefabs/autospawn/resource/v2_arid_forest/palm_tree_tall_b_entity.prefab
Pan Flute,Loot,Instruments,fun.flute (world)
Pants,Loot,Clothing,pants (world)
Paper,Loot,Items,paper (world)
Paper Map,Loot,Items,map (world)
parachute,Blacklist,N/A,assets/prefabs/misc/parachute/parachute.prefab
Party Hat,Loot,Clothing,partyhat (world)
passenger,Blacklist,N/A,assets/prefabs/vehicle/seats/passenger.prefab
Passenger Vehicle Module,Loot,Vehicle Parts,vehicle.2mod.passengers (world)
passengerchair,Blacklist,N/A,assets/prefabs/vehicle/seats/passengerchair.prefab
Patrol Helicopter,VehicleNPC,N/A,assets/prefabs/npc/patrol helicopter/patrolhelicopter.prefab
Patrol Helicopter,Loot,Corpse,assets/prefabs/npc/patrol helicopter/servergibs_patrolhelicopter.prefab
phonebooth,Blacklist,N/A,assets/bundled/prefabs/autospawn/phonebooth/phonebooth.static.prefab
photoentity,Blacklist,N/A,assets/prefabs/misc/summer_dlc/photo/photo.entity.prefab
photoframelandscape,Blacklist,N/A,assets/prefabs/misc/summer_dlc/photoframe/photoframe.landscape.prefab
photoframelarge,Blacklist,N/A,assets/prefabs/misc/summer_dlc/photoframe/photoframe.large.prefab
photoframeportrait,Blacklist,N/A,assets/prefabs/misc/summer_dlc/photoframe/photoframe.portrait.prefab
Photograph,Loot,Items,photo (world)
pianodeployed,Blacklist,N/A,assets/prefabs/instruments/piano/piano.deployed.prefab
pianodeployedstatic,Blacklist,N/A,assets/bundled/prefabs/static/piano.deployed.static.prefab
pickaxe,Loot,Prefabs Weapons,assets/prefabs/weapons/pickaxe/pickaxe.entity.prefab
Pickaxe,Loot,Tools,pickaxe (world)
Pickles,Loot,Food,jar.pickle (world)
pilotseat,Blacklist,N/A,assets/prefabs/vehicle/seats/pilotseat.prefab
pine_a,Blacklist,N/A,assets/bundled/prefabs/autospawn/resource/v3_temp_forest_pine/pine_a.prefab
pine_a,Blacklist,N/A,assets/bundled/prefabs/autospawn/resource/v3_tundra_field_pines/pine_a.prefab
pine_a,Blacklist,N/A,assets/bundled/prefabs/autospawn/resource/v3_tundra_forest/pine_a.prefab
pine_a,Blacklist,N/A,assets/bundled/prefabs/autospawn/resource/v2_temp_forest/pine_a.prefab
pine_a_snow,Blacklist,N/A,assets/bundled/prefabs/autospawn/resource/v3_arctic_forestside/pine_a_snow.prefab
pine_a_snow,Blacklist,N/A,assets/bundled/prefabs/autospawn/resource/v2_arctic_forest_snow/pine_a_snow.prefab
pine_a_snow,Blacklist,N/A,assets/bundled/prefabs/autospawn/resource/v3_arctic_forest/pine_a_snow.prefab
pine_b,Blacklist,N/A,assets/bundled/prefabs/autospawn/resource/v3_temp_field/pine_b.prefab
pine_b,Blacklist,N/A,assets/bundled/prefabs/autospawn/resource/v3_temp_forestside_pine/pine_b.prefab
pine_b,Blacklist,N/A,assets/bundled/prefabs/autospawn/resource/v3_tundra_field_pines/pine_b.prefab
pine_b,Blacklist,N/A,assets/bundled/prefabs/autospawn/resource/v3_tundra_forestside/pine_b.prefab
pine_b,Blacklist,N/A,assets/bundled/prefabs/autospawn/resource/v2_temp_forest/pine_b.prefab
pine_b snow,Blacklist,N/A,assets/bundled/prefabs/autospawn/resource/v2_arctic_forest_snow/pine_b snow.prefab
pine_b snow,Blacklist,N/A,assets/bundled/prefabs/autospawn/resource/v3_arctic_forestside/pine_b snow.prefab
pine_c,Blacklist,N/A,assets/bundled/prefabs/autospawn/resource/v3_temp_forest_pine/pine_c.prefab
pine_c,Blacklist,N/A,assets/bundled/prefabs/autospawn/resource/v3_tundra_forest/pine_c.prefab
pine_c,Blacklist,N/A,assets/bundled/prefabs/autospawn/resource/v2_temp_forest/pine_c.prefab
pine_c_snow,Blacklist,N/A,assets/bundled/prefabs/autospawn/resource/v2_arctic_forest_snow/pine_c_snow.prefab
pine_c_snow,Blacklist,N/A,assets/bundled/prefabs/autospawn/resource/v3_arctic_forest/pine_c_snow.prefab
pine_d,Blacklist,N/A,assets/bundled/prefabs/autospawn/resource/v3_temp_field/pine_d.prefab
pine_d,Blacklist,N/A,assets/bundled/prefabs/autospawn/resource/v3_temp_forestside_pine/pine_d.prefab
pine_d,Blacklist,N/A,assets/bundled/prefabs/autospawn/resource/v3_tundra_field_pines/pine_d.prefab
pine_d,Blacklist,N/A,assets/bundled/prefabs/autospawn/resource/v3_tundra_forestside/pine_d.prefab
pine_d,Blacklist,N/A,assets/bundled/prefabs/autospawn/resource/v2_temp_beachforest_small/pine_d.prefab
pine_d,Blacklist,N/A,assets/bundled/prefabs/autospawn/resource/v2_temp_field_small/pine_d.prefab
pine_d,Blacklist,N/A,assets/bundled/prefabs/autospawn/resource/v2_temp_forest_small/pine_d.prefab
pine_d_snow,Blacklist,N/A,assets/bundled/prefabs/autospawn/resource/v2_arctic_forest_snow/pine_d_snow.prefab
pine_d_snow,Blacklist,N/A,assets/bundled/prefabs/autospawn/resource/v3_arctic_forestside/pine_d_snow.prefab
pine_dead_a,Blacklist,N/A,assets/bundled/prefabs/autospawn/resource/v3_tundra_forest/pine_dead_a.prefab
pine_dead_b,Blacklist,N/A,assets/bundled/prefabs/autospawn/resource/v3_tundra_forest/pine_dead_b.prefab
pine_dead_c,Blacklist,N/A,assets/bundled/prefabs/autospawn/resource/v3_tundra_forest/pine_dead_c.prefab
pine_dead_d,Blacklist,N/A,assets/bundled/prefabs/autospawn/resource/v3_tundra_field/pine_dead_d.prefab
pine_dead_d,Blacklist,N/A,assets/bundled/prefabs/autospawn/resource/v3_tundra_forest/pine_dead_d.prefab
pine_dead_e,Blacklist,N/A,assets/bundled/prefabs/autospawn/resource/v3_tundra_field/pine_dead_e.prefab
pine_dead_e,Blacklist,N/A,assets/bundled/prefabs/autospawn/resource/v3_tundra_forest/pine_dead_e.prefab
pine_dead_e,Blacklist,N/A,assets/bundled/prefabs/autospawn/resource/v3_tundra_forest_dead/pine_dead_e.prefab
pine_dead_f,Blacklist,N/A,assets/bundled/prefabs/autospawn/resource/v3_tundra_forest/pine_dead_f.prefab
pine_dead_f,Blacklist,N/A,assets/bundled/prefabs/autospawn/resource/v3_tundra_field/pine_dead_f.prefab
pine_dead_snow_a,Blacklist,N/A,assets/bundled/prefabs/autospawn/resource/v3_arctic_forest/pine_dead_snow_a.prefab
pine_dead_snow_b,Blacklist,N/A,assets/bundled/prefabs/autospawn/resource/v3_arctic_forest/pine_dead_snow_b.prefab
pine_dead_snow_c,Blacklist,N/A,assets/bundled/prefabs/autospawn/resource/v3_arctic_forest/pine_dead_snow_c.prefab
pine_dead_snow_d,Blacklist,N/A,assets/bundled/prefabs/autospawn/resource/v3_arctic_forest/pine_dead_snow_d.prefab
pine_dead_snow_e,Blacklist,N/A,assets/bundled/prefabs/autospawn/resource/v3_arctic_forestside/pine_dead_snow_e.prefab
pine_dead_snow_e,Blacklist,N/A,assets/bundled/prefabs/autospawn/resource/v3_arctic_forest/pine_dead_snow_e.prefab
pine_dead_snow_f,Blacklist,N/A,assets/bundled/prefabs/autospawn/resource/v3_arctic_forest/pine_dead_snow_f.prefab
pine_dead_snow_f,Blacklist,N/A,assets/bundled/prefabs/autospawn/resource/v3_arctic_forestside/pine_dead_snow_f.prefab
pine_sapling_a,Blacklist,N/A,assets/bundled/prefabs/autospawn/resource/v3_tundra_field_pines/pine_sapling_a.prefab
pine_sapling_a,Blacklist,N/A,assets/bundled/prefabs/autospawn/resource/v3_tundra_forest_saplings/pine_sapling_a.prefab
pine_sapling_a_snow,Blacklist,N/A,assets/bundled/prefabs/autospawn/resource/v3_arctic_forest_saplings/pine_sapling_a_snow.prefab
pine_sapling_b,Blacklist,N/A,assets/bundled/prefabs/autospawn/resource/v3_tundra_field_pines/pine_sapling_b.prefab
pine_sapling_b,Blacklist,N/A,assets/bundled/prefabs/autospawn/resource/v3_tundra_forest_saplings/pine_sapling_b.prefab
pine_sapling_b_snow,Blacklist,N/A,assets/bundled/prefabs/autospawn/resource/v3_arctic_forest_saplings/pine_sapling_b_snow.prefab
pine_sapling_c,Blacklist,N/A,assets/bundled/prefabs/autospawn/resource/v3_tundra_field_pines/pine_sapling_c.prefab
pine_sapling_c,Blacklist,N/A,assets/bundled/prefabs/autospawn/resource/v3_tundra_forest_saplings/pine_sapling_c.prefab
pine_sapling_c_snow,Blacklist,N/A,assets/bundled/prefabs/autospawn/resource/v3_arctic_forest_saplings/pine_sapling_c_snow.prefab
pine_sapling_d,Blacklist,N/A,assets/bundled/prefabs/autospawn/resource/v3_tundra_field_pines/pine_sapling_d.prefab
pine_sapling_d,Blacklist,N/A,assets/bundled/prefabs/autospawn/resource/v3_tundra_forest_saplings/pine_sapling_d.prefab
pine_sapling_d_snow,Blacklist,N/A,assets/bundled/prefabs/autospawn/resource/v3_arctic_forestside/pine_sapling_d_snow.prefab
pine_sapling_d_snow,Blacklist,N/A,assets/bundled/prefabs/autospawn/resource/v3_arctic_forest_saplings/pine_sapling_d_snow.prefab
pine_sapling_e,Blacklist,N/A,assets/bundled/prefabs/autospawn/resource/v3_tundra_field_pines/pine_sapling_e.prefab
pine_sapling_e,Blacklist,N/A,assets/bundled/prefabs/autospawn/resource/v3_tundra_forest_saplings/pine_sapling_e.prefab
pine_sapling_e_snow,Blacklist,N/A,assets/bundled/prefabs/autospawn/resource/v3_arctic_forestside/pine_sapling_e_snow.prefab
pine_sapling_e_snow,Blacklist,N/A,assets/bundled/prefabs/autospawn/resource/v3_arctic_forest_saplings/pine_sapling_e_snow.prefab
Pistol Bullet,Loot,Ammo,ammo.pistol (world)
pistol_eoka,Loot,Prefabs Weapons,assets/prefabs/weapons/eoka pistol/pistol_eoka.entity.prefab
pistol_revolver,Loot,Prefabs Weapons,assets/prefabs/weapons/revolver/pistol_revolver.entity.prefab
pistol_semiauto,Loot,Prefabs Weapons,assets/prefabs/weapons/semi auto pistol/pistol_semiauto.entity.prefab
pitchfork,Loot,Prefabs Weapons,assets/prefabs/weapons/halloween/pitchfork/pitchfork.entity.prefab
Pitchfork,Loot,Weapons,pitchfork (world)
planner,Blacklist,N/A,assets/prefabs/tools/planner/planner.prefab
Plant Fiber,Loot,Resources,plantfiber (world)
planterlargedeployed,Blacklist,N/A,assets/prefabs/deployable/planters/planter.large.deployed.prefab
plantersmalldeployed,Blacklist,N/A,assets/prefabs/deployable/planters/planter.small.deployed.prefab
platformentity,Blacklist,N/A,assets/prefabs/misc/platform/platform.entity.prefab
platformexclusionentity,Blacklist,N/A,assets/prefabs/misc/platform/platform.exclusion.entity.prefab
platformforceentity,Blacklist,N/A,assets/prefabs/misc/platform/platform.force.entity.prefab
Player,Player,Human,assets/prefabs/player/player.prefab
player_corpse,Loot,Corpse,assets/prefabs/player/player_corpse.prefab
Plumber's Trumpet,Loot,Instruments,fun.trumpet (world)
Pookie Bear,Loot,Misc,pookie.bear (world)
pookie_deployed,Blacklist,N/A,assets/prefabs/misc/xmas/pookie/pookie_deployed.prefab
Portrait Photo Frame,Loot,Items,photoframe.portrait (world)
Portrait Picture Frame,Loot,Items,sign.pictureframe.portrait (world)
Potato,Loot,Food,assets/bundled/prefabs/autospawn/collectable/potato/potato-collectable.prefab
Potato,Loot,Food,assets/prefabs/plants/potato/potato.entity.prefab
Potato,Loot,Food,potato (world)
Potato Clone,Loot,Food,clone.potato (world)
Potato Seed,Loot,Seeds,seed.potato (world)
Powered Water Purifier,Loot,Items,powered.water.purifier (world)
poweredlightsdeployer,Blacklist,N/A,assets/prefabs/misc/xmas/poweredlights/poweredlightsdeployer.prefab
poweredwaterpurifierdeployed,Blacklist,N/A,assets/prefabs/deployable/playerioents/poweredwaterpurifier/poweredwaterpurifier.deployed.prefab
poweredwaterpurifierstorage,Blacklist,N/A,assets/prefabs/deployable/playerioents/poweredwaterpurifier/poweredwaterpurifier.storage.prefab
presentdrop,Blacklist,N/A,assets/prefabs/misc/xmas/sleigh/presentdrop.prefab
pressbutton,Blacklist,N/A,assets/prefabs/io/electric/switches/pressbutton/pressbutton.prefab
pressbuttontrainstairwell,Blacklist,N/A,assets/prefabs/io/electric/switches/pressbutton/pressbutton_trainstairwell.prefab
Pressure Pad,Loot,Items,electric.pressurepad (world)
pressurepaddeployed,Blacklist,N/A,assets/prefabs/deployable/playerioents/detectors/pressurepad/pressurepad.deployed.prefab
Prison Cell Gate,Loot,Construction,wall.frame.cell.gate (world)
Prison Cell Wall,Loot,Construction,wall.frame.cell (world)
Pump Jack,Loot,Construction,mining.pumpjack (world)
Pump Shotgun,Loot,Weapons,shotgun.pump (world)
pumpjack-static,Blacklist,N/A,assets/bundled/prefabs/static/pumpjack-static.prefab
Pumpkin,Loot,Food,assets/bundled/prefabs/autospawn/collectable/pumpkin/pumpkin-collectable.prefab
Pumpkin,Loot,Food,assets/prefabs/plants/pumpkin/pumpkin.entity.prefab
Pumpkin,Loot,Food,pumpkin (world)
Pumpkin Bucket,Loot,Food,pumpkinbasket (world)
Pumpkin Plant Clone,Loot,Food,clone.pumpkin (world)
Pumpkin Seed,Loot,Seeds,seed.pumpkin (world)
pumpkin_basketentity,Blacklist,N/A,assets/prefabs/misc/halloween/pumpkin_bucket/pumpkin_basket.entity.prefab
Pure Anti-Rad Tea,Loot,Potions,radiationresisttea.pure (world)
Pure Healing Tea,Loot,Potions,healingtea.pure (world)
Pure Max Health Tea,Loot,Potions,maxhealthtea.pure (world)
Pure Ore Tea,Loot,Potions,oretea.pure (world)
Pure Rad. Removal Tea,Loot,Potions,radiationremovetea.pure (world)
Pure Scrap Tea,Loot,Potions,scraptea.pure (world)
Pure Wood Tea,Loot,Potions,woodtea.pure (world)
Purple Sunglasses,Loot,Clothing,twitchsunglasses (world)
python,Loot,Prefabs Weapons,assets/prefabs/weapons/python/python.entity.prefab
Python Revolver,Loot,Weapons,pistol.python (world)
Rad. Removal Tea,Loot,Potions,radiationremovetea (world)
ramp,Blacklist,N/A,assets/prefabs/building core/ramp/ramp.prefab
RAND Switch,Loot,Electronics,electric.random.switch (world)
Rat Mask,Loot,Clothing,hat.ratmask (world)
Raw Bear Meat,Loot,Food,bearmeat (world)
Raw Chicken Breast,Loot,Food,chicken.raw (world)
Raw Deer Meat,Loot,Food,deermeat.raw (world)
Raw Fish,Loot,Food,fish.raw (world)
Raw Horse Meat,Loot,Food,horsemeat.raw (world)
Raw Human Meat,Loot,Food,humanmeat.raw (world)
Raw Pork,Loot,Food,meat.boar (world)
