Id,FriendlyName,ShortName,Category,Priority,ForceShow,ArmorClass
_5e848d99865c0f329958c83b,KS-23M pistol grip,KS23M,Pistol Grips,0 None,FALSE,-1
_5e848db4681bea2ada00daa9,KS-23 wooden stock,KS23 wood,Stocks & Chassis,0 None,FALSE,-1
_5e848dc4e4dbc5266a4ec63d,KS-23M wire stock,KS23M steel,Stocks & Chassis,0 None,FALSE,-1
_5e85a9a6eacf8c039e4e2ac1,23x75mm Shrapnel-10 buckshot,Shrap-10,23ga,0 None,FALSE,-1
_5e85a9f4add9fe03027d9bf1,23x75mm Zvezda flashbang round,Zvezda,23ga,2 Medium,FALSE,-1
_5e85aa1a988a8701445df1f5,23x75mm Barrikada slug,Barrikada,23ga,0 None,FALSE,-1
_5e870397991fd70db46995c8,Mossberg 590A1 12ga pump-action shotgun,590A1,Shotguns,0 None,FALSE,-1
_5e87071478f43e51ca2de5e1,Mossberg 590A1 12ga 20 inch barrel,590 20,Barrels,0 None,FALSE,-1
_5e87076ce2db31558c75a11d,Mossberg 590A1 SpeedFeed short handguard,590 SFeed,Handguards,0 None,FALSE,-1
_5e87080c81c4ed43e83cefda,Mossberg 590A1 12ga 8-shell magazine cap,590A1x8,Magazines,0 None,FALSE,-1
_5e8708d4ae379e67d22e0102,Mossberg 590 Ghost Ring front sight,590 GR FS,Sights,0 None,FALSE,-1
_5e87114fe2db31558c75a120,Mossberg 590 Ghost Ring rear sight,590 GR RS,Sights,0 None,FALSE,-1
_5e87116b81c4ed43e83cefdd,Mossberg 590A1 polymer stock,590A1,Stocks & Chassis,0 None,FALSE,-1
_5e8f3423fd7471236e6e3b64,Premium Kvass Norvinskiy Yadreniy 0.6L bottle,Kvass,Provisions,1 Low,FALSE,-1
_5e997f0b86f7741ac73993e2,Sanitar's bag,Sanitar,Backpacks,2 Medium,FALSE,-1
_5e9dacf986f774054d6b89f4,FORT Defender-2 body armor,Defender-2,Armor Vests,4 Ultra,FALSE,5
_5e9db13186f7742f845ee9d3,LBT-1961A Load Bearing chest rig,LBCR,Tactical Rigs,4 Ultra,FALSE,-1
_5e9dcf5986f7746c417435b3,LBT-8005A Day Pack backpack,Day Pack,Backpacks,0 None,FALSE,-1
_5ea02bb600685063ec28bfa1,PPSh-41 7.62x25 10.6 inch barrel,PPSh41 10.6,Barrels,0 None,FALSE,-1
_5ea034eb5aad6446a939737b,PPSh-41 7.62x25 35-round magazine,PPSh,Magazines,0 None,FALSE,-1
_5ea034f65aad6446a939737e,PPSh-41 7.62x25 71-round drum magazine,PPSh,Magazines,0 None,FALSE,-1
_5ea03e5009aa976f2e7a514b,PPSh-41 dust cover,PPSh41,Receivers & Slides,0 None,FALSE,-1
_5ea03e9400685063ec28bfa4,PPSh-41 stock,PPSh41,Stocks & Chassis,0 None,FALSE,-1
_5ea03f7400685063ec28bfa8,PPSh-41 7.62x25 submachine gun,PPSh-41,SMGs,0 None,FALSE,-1
_5ea058e01dbce517f324b3e2,Tac-Kek Heavy Trooper mask,TK Heavy Trooper,Visors,4 Ultra,FALSE,-1
_5ea05cf85ad9772e6624305d,Tac-Kek FAST MT helmet (replica),TK FAST MT,Armored Helmets,0 None,FALSE,1
_5ea16acdfadf1d18c87b0784,AR-15 Geissele SMR MK16 9.5 inch M-LOK handguard,SMR MK16 9.5,Handguards,1 Low,FALSE,-1
_5ea16ada09aa976f2e7a51be,AR-15 Geissele SMR MK16 13.5 inch M-LOK handguard,SMR MK16 13.5,Handguards,1 Low,FALSE,-1
_5ea16d4d5aad6446a939753d,AR-15 Geissele ACH charging handle,ACH,Charging Handles,0 None,FALSE,-1
_5ea172e498dacb342978818e,AR-15 SureFire FH556RC 5.56x45 flash hider,FH556RC,Muzzle Devices,1 Low,FALSE,-1
_5ea17bbc09aa976f2e7a51cd,SureFire SOCOM556-RC2 5.56x45 sound suppressor,RC2,Muzzle Devices,3 High,FALSE,-1
_5ea17ca01412a1425304d1c0,Diamond Age Bastion helmet,Bastion,Armored Helmets,4 Ultra,FALSE,4
_5ea18c84ecf1982c7712d9a2,Bastion helmet armor plate,Bastion plate,Additional Armors,4 Ultra,FALSE,-1
_5ea2a8e200685063ec28c05a,.45 ACP RIP,RIP,.45 Ammo,0 None,FALSE,-1
_5eb67cf81d7b7552f4acd3e7,PPSH-41,PPSH-41,Unknown,0 None,FALSE,-1
_5eb67cf81d7b7552f4acd3e9,Colt M1911 Pistol,Colt M1911 Pistol,Pistols,0 None,FALSE,-1
_5ed515c8d380ab312177c0fa,3-(b-TG) stimulant injector,3-(b-TG),Medical,4 Ultra,FALSE,-1
_5ed515e03a40a50460332579,L1 (Norepinephrine) injector,L1,Medical,4 Ultra,FALSE,-1
_5ed515ece452db0eb56fc028,P22 injector,P22,Medical,4 Ultra,FALSE,-1
_5ed515f6915ec335206e4152,AHF1-M stimulant injector,AHF1-M,Medical,4 Ultra,FALSE,-1
_5ed5160a87bb8443d10680b5,Meldonin injector,Meldonin,Medical,4 Ultra,FALSE,-1
_5ed51652f6c34d2cc26336a1,M.U.L.E. stimulant injector,M.U.L.E.,Medical,4 Ultra,FALSE,-1
_5ed5166ad380ab312177c100,Obdolbos cocktail injector,Obdolbos,Medical,4 Ultra,FALSE,-1
_5ede4739e0350d05467f73e8,40x46mm M406 (HE) grenade,M406,40mm,0 None,FALSE,-1
_5ede47405b097655935d7d16,40x46mm M441 (HE) grenade,M441,40mm,0 None,FALSE,-1
_5ede474b0c226a66f5402622,40x46mm M381 (HE) grenade,M381,40mm,0 None,FALSE,-1
_5ede475339ee016e8c534742,40x46mm M576 (MP-APERS) grenade,M576,40mm,0 None,FALSE,-1
_5ede475b549eed7c6d5c18fb,40x46mm M386 (HE) grenade,M386,40mm,0 None,FALSE,-1
_5ede7a8229445733cb4c18e2,RB-PKPM marked key,RB-PKPM mrk.,Keys,4 Ultra,FALSE,-1
_5ede7b0c6d23e5473e6e8c66,RB-RLSA key,RB-RLSA,Keys,4 Ultra,FALSE,-1
_5eea21647547d6330471b3c9,Mossberg 590A1 Magpul MOE forestock,MOE 590,Handguards,0 None,FALSE,-1
_5eea217fc64c5d0dfc05712a,Mossberg 590A1 Magpul SGA stock,SGA 590,Stocks & Chassis,0 None,FALSE,-1
_5eeb2ff5ea4f8b73c827350b,Mossberg 590A1 Tactical rail,590 rail,Mounts,0 None,FALSE,-1
_5ef1b9f0c64c5d0dfc0571a1,Mossberg 590A1 Mesa Tactical LEO gen.1 stock adapter,590 LEO,Stocks & Chassis,0 None,FALSE,-1
_5ef1ba28c64c5d0dfc0571a5,Mesa Tactical Crosshair Hydraulic buffer tube,MT Crosshair,Stocks & Chassis,0 None,FALSE,-1
_5ef32e4d1c1fd62aea6a150d,M1911A1 Caspian Arms Trik Trigger,1911 Trik,Auxillary Parts,0 None,FALSE,-1
_5ef3448ab37dfd6af863525c,M1911A1 .45 ACP Mec-Gar 11-round magazine,Mec-Gar,Magazines,0 None,FALSE,-1
_5ef3553c43cb350a955a7ccb,M1911A1 Wilson Extended slide stop,1911 Ext.,Auxillary Parts,0 None,FALSE,-1
_5ef35bc243cb350a955a7ccd,M1911A1 Wilson Ultralight skeletonized hammer,1911 ULS,Auxillary Parts,0 None,FALSE,-1
_5ef35d2ac64c5d0dfc0571b0,M1911A1 Wilson Retro Commander hammer,1911 RC,Auxillary Parts,0 None,FALSE,-1
_5ef35f46382a846010715a96,M1911A1 STI HEX hammer,1911 HEX,Auxillary Parts,0 None,FALSE,-1
_5ef366938cef260c0642acad,M1911A1 Pachmayr American Legend grip #423,1911 #423,Pistol Grips,0 None,FALSE,-1
_5ef369b08cef260c0642acaf,M1911A1 NcSTAR trigger guard mount,1911 TGM,Mounts,0 None,FALSE,-1
_5ef5d994dfbc9f3c660ded95,M1911A1 Weigand Weig-a-tinny rail mount,1911 Weig,Mounts,0 None,FALSE,-1
_5ef61964ec7f42238c31e0c1,M1911A1 Anarchy Outdoors muzzle brake,1911 AO,Muzzle Devices,0 None,FALSE,-1
_5efaf417aeb21837e749c7f2,AK Zenit B-30 handguard with B-31S upper handguard rail,B-30+B-31S,Handguards,0 None,FALSE,-1
_5efb0c1bd79ff02a1f5e68d9,7.62x51mm M993,M993,7.62x51,0 None,FALSE,-1
_5efb0cabfb3e451d70735af5,.45 ACP AP,AP,.45 Ammo,0 None,FALSE,-1
_5efb0d4f4bc50b58e81710f3,.45 ACP Lasermatch FMJ,Lasermatch,.45 Ammo,0 None,FALSE,-1
_5efb0da7a29a85116f6ea05f,9x19mm PBP gzh,PBP,9x19,2 Medium,FALSE,-1
_5efb0e16aeb21837e749c7ff,9x19mm QuakeMaker,QuakeMaker,9x19,0 None,FALSE,-1
_5efb0fc6aeb21837e749c801,.45 ACP Hydra-Shok,HydraShok,.45 Ammo,0 None,FALSE,-1
_5efde6b4f5448336730dbd61,Keycard with a blue marking,Keycard,Keys,4 Ultra,FALSE,-1
_5eff09cd30a7dc22fd1ddfed,Health Resort office key with a blue tape,San tape,Keys,3 High,FALSE,-1
_5f0596629e22f464da6bbdd9,.366 TKM AP-M,AP-M,366TKM,0 None,FALSE,-1
_5f0c892565703e5c461894e9,40x46mm M433 (HEDP) grenade,M433,40mm,0 None,FALSE,-1
_5f2a9575926fd9352339381f,Kel-Tec RFB 7.62x51 rifle,RFB,Marksman Rifles,3 High,FALSE,-1
_5f2aa43ba9b91d26f20ae6d2,RFB thread spacer,RFB spacer,Muzzle Devices,0 None,FALSE,-1
_5f2aa4464b50c14bcf07acdb,RFB thread protection cap,RFB cap,Muzzle Devices,0 None,FALSE,-1
_5f2aa4559b44de6b1b4e68d1,RFB 7.62x51 flash hider,RFB,Muzzle Devices,0 None,FALSE,-1
_5f2aa46b878ef416f538b567,RFB 7.62x51 18 inch barrel,RFB 18,Barrels,0 None,FALSE,-1
_5f2aa47a200e2c0ee46efa71,RFB handguard,RFB,Handguards,0 None,FALSE,-1
_5f2aa493cd375f14e15eea72,RFB handguard rail mount,RFB,Mounts,0 None,FALSE,-1
_5f2aa49f9b44de6b1b4e68d4,RFB rail,RFB scope mount,Mounts,0 None,FALSE,-1
_5f36a0e5fbf956000b716b65,Colt M45A1 .45 ACP pistol,M45A1,Pistols,0 None,FALSE,-1
_5f3e76d86cda304dcc634054,M45A1 hammer,M45A1 Ham.,Auxillary Parts,0 None,FALSE,-1
_5f3e772a670e2a7b01739a52,M45A1 trigger,M45A1 Trig.,Auxillary Parts,0 None,FALSE,-1
_5f3e777688ca2d00ad199d25,M45A1 slide lock,M45A1 SLock,Auxillary Parts,0 None,FALSE,-1
_5f3e778efcd9b651187d7201,M45A1 polymer pistol grip,M45A1,Pistol Grips,0 None,FALSE,-1
_5f3e77b26cda304dcc634057,M45A1 .45 ACP 7-round magazine,M45A1,Magazines,0 None,FALSE,-1
_5f3e77f59103d430b93f94c1,M1911A1 .45 ACP threaded barrel,1911 .45,Barrels,0 None,FALSE,-1
_5f3e7801153b8571434a924c,M1911A1 .45 ACP National Match barrel,1911 NM,Barrels,0 None,FALSE,-1
_5f3e7823ddc4f03b010e2045,M45A1 .45 ACP slide,M45A1 slide,Receivers & Slides,0 None,FALSE,-1
_5f3e7897ddc4f03b010e204a,M45A1 Novak Lomount rear sight,M45 Lomount,Sights,0 None,FALSE,-1
_5f3e78a7fbf956000b716b8e,M45A1 Novak Lomount front sight,M45 Lomount,Sights,0 None,FALSE,-1
_5f4f9eb969cdc30ff33f09db,EYE MK.2 professional hand-held compass,Compass,Special,0 None,FALSE,-1
_5f5e45cc5021ce62144be7aa,LolKek 3F Transfer tourist backpack,LK 3F,Backpacks,0 None,FALSE,-1
_5f5e467b0bc58666c37e7821,Eberlestock F5 Switchblade backpack (Dry Earth),F5 Switchblade,Backpacks,3 High,FALSE,-1
_5f5e46b96bdad616ad46d613,Eberlestock F4 Terminator load bearing backpack (Tiger Stripe),F4 Terminator,Backpacks,3 High,FALSE,-1
_5f5f41476bdad616ad46d631,NPP KlASS Korund-VM body armor,Korund-VM,Armor Vests,3 High,FALSE,5
_5f5f41f56760b4138443b352,Direct Action Thunderbolt compact chest rig,Thunderbolt,Tactical Rigs,3 High,FALSE,-1
_5f60b34a41e30a4ab12a6947,Galvion Caiman Hybrid helmet,Caiman,Armored Helmets,4 Ultra,FALSE,4
_5f60b85bbdb8e27dee3dc985,Caiman Hybrid Ballistic Applique (Black),Applique,Additional Armors,3 High,FALSE,-1
_5f60bf4558eff926626a60f2,Caiman Fixed Arm Visor,Caiman FAV,Visors,0 None,FALSE,-1
_5f60c076f2bcbb675b00dac2,Caiman Ballistic Mandible Guard,Caiman MG,Additional Armors,3 High,FALSE,-1
_5f60c74e3b85f6263c145586,Rys-T bulletproof helmet,Rys-T,Armored Helmets,4 Ultra,FALSE,5
_5f60c85b58eff926626a60f7,Rys-T face shield,Rys-T FS,Visors,0 None,FALSE,-1
_5f60cd6cf2bcbb675b00dac6,Walker's XCEL 500BT Digital headset,XCEL,Headsets,4 Ultra,FALSE,-1
_5f60e6403b85f6263c14558c,Beret (Black),Beret,Vanity,0 None,FALSE,-1
_5f60e7788adaa7100c3adb49,Beret (Blue),Beret,Vanity,0 None,FALSE,-1
_5f60e784f2bcbb675b00dac7,Beret (Olive),Beret,Vanity,0 None,FALSE,-1
_5f6331e097199b7db2128dc2,AK TDI X47 tactical handguard rail system,X47,Handguards,0 None,FALSE,-1
_5f6336bbda967c74a42e9932,AR-10 Lancer LCH7 12.5 inch M-LOK handguard,LCH7 12.5,Handguards,0 None,FALSE,-1
_5f6339d53ada5942720e2dc3,Ferfrans CRD Concussion Reduction Device 5.56x45,CRD 556,Muzzle Devices,0 None,FALSE,-1
_5f633f68f5750b524b45f112,AKM thread type JMac Customs RRD-4C 7.62x39 muzzle brake,RRD-4C,Muzzle Devices,0 None,FALSE,-1
_5f633f791b231926f2329f13,AK-74 thread type JMac Customs RRD-4C multi-caliber muzzle brake,RRD-4C,Muzzle Devices,0 None,FALSE,-1
_5f633ff5c444ce7e3c30a006,AR-15 Rainier Arms Avalanche MOD2 charging handle,Avalanche,Charging Handles,0 None,FALSE,-1
_5f63405df5750b524b45f114,VPO-101 Vepr-Hunter SVD-style stock,101 SVD-style,Stocks & Chassis,0 None,FALSE,-1
_5f63407e1b231926f2329f15,VPO-101 Vepr-Hunter Rotor 43 7.62x51 muzzle brake-compensator,R43 101,Muzzle Devices,0 None,FALSE,-1
_5f6340d3ca442212f4047eb2,Tactical Dynamics Skeletonized Foregrip,SFG,Foregrips,0 None,FALSE,-1
_5f6341043ada5942720e2dc5,AK Aeroknox Scorpius pistol grip,Scorpius,Pistol Grips,0 None,FALSE,-1
_5f63418ef5750b524b45f116,SOK-12 Bravo-18 aluminium handguard,Bravo-18,Handguards,0 None,FALSE,-1
_5f6372e2865db925d54f3869,Ferfrans CQB 5.56x45 muzzle brake,CQB 556,Muzzle Devices,0 None,FALSE,-1
_5f647d9f8499b57dc40ddb93,KS-23M 23x75 3-shell magazine cap,KS-23Mx3,Magazines,0 None,FALSE,-1
_5f647f31b6238e5dd066e196,23x75mm Shrapnel-25 buckshot,Shrap-25,23ga,1 Low,FALSE,-1
_5f745ee30acaeb0d490d8c5b,Veritas guitar pick,Veritas,Special,4 Ultra,FALSE,-1
_5f99418230835532b445e954,Rivals 2020 cap,Rivals,Vanity,0 None,FALSE,-1
_5f994730c91ed922dd355de3,Rivals 2020 beanie,Rivals,Vanity,0 None,FALSE,-1
_5f9949d869e2777a0e779ba5,Rivals 2020 armband,Rivals,Vanity,0 None,FALSE,-1
_5fb64bc92b1b027b1f50bcf2,TDI KRISS Vector Gen.2 .45 ACP submachine gun,Vector .45ACP,SMGs,3 High,FALSE,-1
_5fb651b52b1b027b1f50bcff,Glock .45 ACP 13-round magazine,Glock .45,Magazines,0 None,FALSE,-1
_5fb651dc85f90547f674b6f4,Glock .45 ACP KRISS G30 MagEx 30-round magazine,G30 MagEx,Magazines,2 Medium,FALSE,-1
_5fb65363d1409e5ca04b54f5,KRISS Vector .45 ACP 5 inch barrel,Vector .45 5,Barrels,0 None,FALSE,-1
_5fb653962b1b027b1f50bd03,KRISS Vector .45 ACP 6 inch barrel,Vector .45 6,Barrels,0 None,FALSE,-1
_5fb65424956329274326f316,KRISS Vector .45 ACP flash hider,Vector .45,Muzzle Devices,0 None,FALSE,-1
_5fb6548dd1409e5ca04b54f9,KRISS Vector .45 ACP thread protection cap,Vector cap,Muzzle Devices,0 None,FALSE,-1
_5fb6558ad6f0b2136f2d7eb7,KRISS Vector Gen.2 folding stock,Vector fold.,Stocks & Chassis,0 None,FALSE,-1
_5fb655a72b1b027b1f50bd06,KRISS Vector Pistol Sling adapter,Vector PSA,Stocks & Chassis,0 None,FALSE,-1
_5fb655b748c711690e3a8d5a,KRISS Vector non-folding stock adapter,Vector NFA,Stocks & Chassis,0 None,FALSE,-1
_5fb6564947ce63734e3fa1da,KRISS Defiance low profile flip-up rear sight,Defiance RS,Sights,0 None,FALSE,-1
_5fb6567747ce63734e3fa1dc,KRISS Defiance low profile flip-up front sight,Defiance FS,Sights,0 None,FALSE,-1
_5fbb976df9986c4cff3fe5f2,KRISS Vector bottom rail,Vector Bottom,Mounts,0 None,FALSE,-1
_5fbb978207e8a97d1f0902d3,KRISS Vector Mk.5 modular rail,Mk.5,Mounts,0 None,FALSE,-1
_5fbbaa86f9986c4cff3fe5f6,KRISS Defiance DS150 stock (Black),DS150,Stocks & Chassis,0 None,FALSE,-1
_5fbbc3324e8a554c40648348,KRISS Vector 9x19 flash hider,Vector 9x19,Muzzle Devices,0 None,FALSE,-1
_5fbbc34106bde7524f03cbe9,KRISS Vector 9x19 thread protection cap,Vector cap,Muzzle Devices,0 None,FALSE,-1
_5fbbc366ca32ed67276c1557,KRISS Vector 9x19 5 inch barrel,Vector 9x19 5,Barrels,0 None,FALSE,-1
_5fbbc383d5cb881a7363194a,KRISS Vector 9x19 6 inch barrel,Vector 9x19 6,Barrels,0 None,FALSE,-1
_5fbbfabed5cb881a7363194e,MCX .300 BLK 171mm barrel,MCX 171mm,Barrels,0 None,FALSE,-1
_5fbbfacda56d053a3543f799,MCX .300 BLK 229mm barrel,MCX 229mm,Barrels,0 None,FALSE,-1
_5fbc210bf24b94483f726481,MCX gas block,MCX block,Gas Blocks,0 None,FALSE,-1
_5fbc226eca32ed67276c155d,MCX 8 inch KeyMod handguard,MCX 8,Handguards,0 None,FALSE,-1
_5fbc227aa56d053a3543f79e,MCX 12 inch KeyMod handguard,MCX 12,Handguards,0 None,FALSE,-1
_5fbc22ccf24b94483f726483,SIG Sauer Taper-LOK muzzle adapter,T-LOK,Muzzle Devices,0 None,FALSE,-1
_5fbcbcf593164a5b6278efb2,SIG Sauer 7.62x51 3-prong flash hider,3-pr 762,Muzzle Devices,0 None,FALSE,-1
_5fbcbd02900b1d5091531dd3,SIG Sauer Micro Brake 7.62x51 muzzle brake,Micro 762,Muzzle Devices,0 None,FALSE,-1
_5fbcbd10ab884124df0cd563,SIG Sauer Two Port Brake 7.62x51 muzzle brake,TPB 762,Muzzle Devices,0 None,FALSE,-1
_5fbcbd6c187fea44d52eda14,MCX pistol grip,MCX,Pistol Grips,0 None,FALSE,-1
_5fbcc1d9016cce60e8341ab3,SIG MCX .300 Blackout assault rifle,MCX .300 BLK,Assault Rifles,4 Ultra,FALSE,-1
_5fbcc3e4d6fa9c00c571bb58,MCX GEN1 .300 BLK upper receiver,MCX GEN1,Receivers & Slides,0 None,FALSE,-1
_5fbcc429900b1d5091531dd7,MCX/MPX telescoping stock,MCX/MPX tele,Stocks & Chassis,0 None,FALSE,-1
_5fbcc437d724d907e2077d5c,MPX/MCX lightweight stock,MPX/MCX light,Stocks & Chassis,0 None,FALSE,-1
_5fbcc640016cce60e8341acc,MCX charging handle,MCX,Charging Handles,0 None,FALSE,-1
_5fbe3ffdf8b6a877a729ea82,.300 Blackout BCP FMJ,BCP FMJ,300BLK,1 Low,FALSE,-1
_5fbe760793164a5b6278efc8,SIG Sauer SRD762-QD 7.62x51 sound suppressor,SRD762-QD,Muzzle Devices,3 High,FALSE,-1
_5fbe7618d6fa9c00c571bb6c,SIG Sauer SRD762Ti 7.62x51 sound suppressor,SRD762,Muzzle Devices,3 High,FALSE,-1
_5fc0f9b5d724d907e2077d82,A3 Tactical MVF001 KeyMod vertical foregrip (Black),MVF001,Foregrips,0 None,FALSE,-1
_5fc0f9cbd6fa9c00c571bb90,SIG Sauer Vertical Foregrip KeyMod (Black),SSVFK,Foregrips,0 None,FALSE,-1
_5fc0fa362770a0045c59c677,MCX flip-up front sight,MCX FS,Sights,0 None,FALSE,-1
_5fc0fa957283c4046c58147e,MCX flip-up rear sight,MCX RS,Sights,0 None,FALSE,-1
_5fc22d7c187fea44d52eda44,SWORD International Mk-18 .338 LM marksman rifle,Mk-18 Mjolnir,Marksman Rifles,4 Ultra,FALSE,-1
_5fc23426900b1d5091531e15,Mk-18 .338 LM 10-round magazine,Mk-18,Magazines,0 None,FALSE,-1
_5fc235db2770a0045c59c683,Mk-18 18 inch handguard,Mk-18 18,Handguards,0 None,FALSE,-1
_5fc2360f900b1d5091531e19,Mk-18 gas block,Mk18 block,Gas Blocks,0 None,FALSE,-1
_5fc23636016cce60e8341b05,SilencerCo AC-858 ASR .338 LM muzzle brake,AC-858,Muzzle Devices,2 Medium,FALSE,-1
_5fc23678ab884124df0cd590,Mk-18 .338 LM 24 inch barrel,Mk-18 24,Barrels,0 None,FALSE,-1
_5fc2369685fd526b824a5713,B5 Systems Precision stock,Precision,Stocks & Chassis,0 None,FALSE,-1
_5fc275cf85fd526b824a571a,.338 Lapua Magnum FMJ,FMJ,338L,2 Medium,FALSE,-1
_5fc278107283c4046c581489,Mk-18 .338 LM upper receiver,Mk-18,Receivers & Slides,0 None,FALSE,-1
_5fc382a9d724d907e2077dab,.338 Lapua Magnum AP,AP,338L,2 Medium,FALSE,-1
_5fc382b6d6fa9c00c571bbc3,.338 Lapua Magnum TAC-X,TAC-X,338L,1 Low,FALSE,-1
_5fc382c1016cce60e8341b20,.338 Lapua Magnum UCW,UCW,338L,1 Low,FALSE,-1
_5fc3e272f8b6a877a729eac5,HK UMP .45 ACP submachine gun,UMP 45,SMGs,2 Medium,FALSE,-1
_5fc3e466187fea44d52eda90,HK UMP .45 ACP 25-round magazine,UMP 45,Magazines,2 Medium,FALSE,-1
_5fc3e4a27283c4046c5814ab,HK UMP .45 ACP 8 inch barrel,UMP-45 8,Barrels,0 None,FALSE,-1
_5fc3e4ee7283c4046c5814af,HK UMP polymer stock,UMP,Stocks & Chassis,0 None,FALSE,-1
_5fc3f2d5900b1d5091531e57,TDI KRISS Vector Gen.2 9x19 submachine gun,Vector 9x19,SMGs,3 High,FALSE,-1
_5fc4b97bab884124df0cd5e3,SilencerCo Omega 45k piston mount adapter,PM Omega,Muzzle Devices,0 None,FALSE,-1
_5fc4b992187fea44d52edaa9,SilencerCo Omega 45k direct thread mount adapter,DT Omega,Muzzle Devices,0 None,FALSE,-1
_5fc4b9b17283c4046c5814d7,SilencerCo Omega 45k .45 ACP sound suppressor,Omega 45K,Muzzle Devices,3 High,FALSE,-1
_5fc53954f8b6a877a729eaeb,HK UMP bottom handguard rail,UMP bott,Mounts,0 None,FALSE,-1
_5fc5396e900b1d5091531e72,HK UMP side handguard rail,UMP side,Mounts,0 None,FALSE,-1
_5fc64ea372b0dd78d51159dc,Cultist knife,Knife,Melee,3 High,FALSE,-1
_5fca138c2a7b221b2852a5c6,xTG-12 antidote injector,xTG-12,Medical,4 Ultra,FALSE,-1
_5fca13ca637ee0341a484f46,SJ9 TGLabs combat stimulant injector,SJ9,Medical,4 Ultra,FALSE,-1
_5fce0cf655375d18a253eff0,Magpul RVG foregrip (FDE),RVG FDE,Foregrips,0 None,FALSE,-1
_5fce0f9b55375d18a253eff2,KRISS Vector side rail,Vector side,Mounts,0 None,FALSE,-1
_5fce16961f152d4312622bc9,KRISS Defiance DS150 stock (FDE),DS150 FDE,Stocks & Chassis,0 None,FALSE,-1
_5fd20ff893a8961fc660a954,.300 Blackout AP,AP,300BLK,2 Medium,FALSE,-1
_5fd4c474dd870108a754b241,5.11 Tactical Hexgrid plate carrier,Hexgrid,Armor Vests,4 Ultra,FALSE,6
_5fd4c4fa16cac650092f6771,DIY IDEA chest rig,IDEA Rig,Tactical Rigs,0 None,FALSE,-1
_5fd4c5477a8d854fa0105061,Security vest,Security,Tactical Rigs,0 None,FALSE,-1
_5fd4c60f875c30179f5d04c2,Gear Craft GC-BSS-MK1 chest rig,BSS-MK1,Tactical Rigs,1 Low,FALSE,-1
_5fd8d28367cb5e077335170f,Smoke balaclava,Smoke,Special,3 High,FALSE,-1
_60098ad7c2240c0fe85c570a,AFAK tactical individual first aid kit,AFAK,Medical,0 None,FALSE,-1
_60098af40accd37ef2175f27,CAT hemostatic tourniquet,CAT,Medical,0 None,FALSE,-1
_60098b1705871270cd5352a1,Emergency Water Ration,EWR,Provisions,0 None,FALSE,-1
_601948682627df266209af05,UVSR Taiga-1 survival machete,Taiga-1,Melee,0 None,FALSE,-1
_60194943740c5d77f6705eea,5.56x45mm MK 318 Mod 0 (SOST),SOST,5.56x45,0 None,FALSE,-1
_601949593ae8f707c4608daa,5.56x45mm SSA AP,SSA AP,5.56x45,0 None,FALSE,-1
_601aa3d2b2bcb34913271e6d,7.62x39mm MAI AP,MAI AP,7.62x39,0 None,FALSE,-1
_602286df23506e50807090c6,PL-15 9x19 16-round magazine,PL15 9x19,Gun Parts,0 None,FALSE,-1
_60228924961b8d75ee233c32,PL-15 pistol slide,PL15 Slide,Gun Parts,0 None,FALSE,-1
_60228a76d62c9b14ed777a66,PL-15 front sight,PL15 FS,Gun Parts,0 None,FALSE,-1
_60228a850ddce744014caf69,PL-15 extended front sight,PL15 FS ext.,Gun Parts,0 None,FALSE,-1
_602293f023506e50807090cb,PL-15 extended rear sight,PL15 RS ext.,Gun Parts,0 None,FALSE,-1
_60229948cacb6b0506369e27,PL-15 rear sight,PL15 RS,Gun Parts,0 None,FALSE,-1
_602a95edda11d6478d5a06da,PL-15 9x19 barrel,PL-15 9x19,Gun Parts,0 None,FALSE,-1
_602a95fe4e02ce1eaa358729,PL-15 9x19 threaded barrel,PL15 thr.,Gun Parts,0 None,FALSE,-1
_602a97060ddce744014caf6f,PL-15 9x19 sound suppressor,PL15 supp.,Gun Parts,0 None,FALSE,-1
_602a9740da11d6478d5a06dc,PL-15 9x19 pistol,PL-15,Pistols,0 None,FALSE,-1
_602e3f1254072b51b239f713,Soyuz-TM buffer tube,STM Tube,Gun Parts,0 None,FALSE,-1
_602e620f9b513876d4338d9a,FAB Defense GL-CORE buttstock,GL-CORE,Gun Parts,0 None,FALSE,-1
_602e63fb6335467b0c5ac94d,STM-9 9x19 upper receiver,STM-9,Gun Parts,0 None,FALSE,-1
_602e71bd53a60014f9705bfa,AR-15 DLG Tactical DLG-123 pistol grip,DLG123,Gun Parts,0 None,FALSE,-1
_602f85fd9b513876d4338d9c,STM-9 magwell,STM9 mwell,Gun Parts,0 None,FALSE,-1
_603372b4da11d6478d5a07ff,STM-9 9x19 10.5 inch barrel,STM-9 10.5,Gun Parts,0 None,FALSE,-1
_603372d154072b51b239f9e1,STM-9 9x19 12 inch barrel,STM-9 12,Gun Parts,0 None,FALSE,-1
_603372f153a60014f970616d,STM-9 9x19 14 inch barrel,STM-9 14,Gun Parts,0 None,FALSE,-1
_603373004e02ce1eaa358814,STM-9 9x19 16 inch barrel,STM-9 16,Gun Parts,0 None,FALSE,-1
_6033749e88382f4fab3fd2c5,AR-15 MASP Industries Ambidextrous Battle Charging Handle,MASP,Gun Parts,0 None,FALSE,-1
_60337f5dce399e10262255d1,STM-9 9x19 muzzle brake,STM9 MB,Gun Parts,0 None,FALSE,-1
