FriendlyName,TypeName,EntityType,Category,Notes,ConfigName,CleanName,ModelName
ExpansionDecal_damage_small2,ExpansionDecal_damage_small2,Blacklist,N/A,Modded Server,PLACEHOLDER,,
ExpansionPropBoltCutters1,ExpansionPropBoltCutters1,Blacklist,N/A,Modded Server,PLACEHOLDER,,
ExpansionPropClampLight3,ExpansionPropClampLight3,Blacklist,N/A,Modded Server,PLACEHOLDER,,
ExpansionPropDrill,ExpansionPropDrill,Blacklist,N/A,Modded Server,PLACEHOLDER,,
ExpansionPropGloves,ExpansionPropGloves,Blacklist,N/A,Modded Server,PLACEHOLDER,,
ExpansionPropOar,ExpansionPropOar,Blacklist,N/A,Modded Server,PLACEHOLDER,,
ExpansionPropRadio,ExpansionPropRadio,Blacklist,N/A,Modded Server,PLACEHOLDER,,
ExpansionTrainWagonFlat,ExpansionTrainWagonFlat,Blacklist,N/A,Modded Server,PLACEHOLDER,,
ExpansionTrainWagonTanker,ExpansionTrainWagonTanker,Blacklist,N/A,Modded Server,PLACEHOLDER,,
Expansion_Decal_WelcomeToHell,Expansion_Decal_WelcomeToHell,Blacklist,N/A,Modded Server,PLACEHOLDER,,
Expansion_Grass_Sample_Cluter_1,Expansion_Grass_Sample_Cluter_1,Blacklist,N/A,Modded Server,PLACEHOLDER,,
Expansion_Grass_Sample_Cluter_2,Expansion_Grass_Sample_Cluter_2,Blacklist,N/A,Modded Server,PLACEHOLDER,,
Expansion_Grass_color1,Expansion_Grass_color1,Blacklist,N/A,Modded Server,PLACEHOLDER,,
Expansion_Grass_color2,Expansion_Grass_color2,Blacklist,N/A,Modded Server,PLACEHOLDER,,
Expansion_Grass_color3,Expansion_Grass_color3,Blacklist,N/A,Modded Server,PLACEHOLDER,,
Expansion_Ivy_b_Autumn,Expansion_Ivy_b_Autumn,Blacklist,N/A,Modded Server,PLACEHOLDER,,
Expansion_Ivy_h_Autumn,Expansion_Ivy_h_Autumn,Blacklist,N/A,Modded Server,PLACEHOLDER,,
Expansion_Ivy_i_Autumn,Expansion_Ivy_i_Autumn,Blacklist,N/A,Modded Server,PLACEHOLDER,,
Expansion_Ivy_j_Autumn,Expansion_Ivy_j_Autumn,Blacklist,N/A,Modded Server,PLACEHOLDER,,
Expansion_Ivy_n_Autumn,Expansion_Ivy_n_Autumn,Blacklist,N/A,Modded Server,PLACEHOLDER,,
Expansion_Ivy_s_Autumn,Expansion_Ivy_s_Autumn,Blacklist,N/A,Modded Server,PLACEHOLDER,,
LBmaster_VirtualGarage,LBmaster_VirtualGarage,Blacklist,N/A,Modded Server,PLACEHOLDER,,
Land_CementWorks_ExpeditionC,Land_CementWorks_ExpeditionC,Blacklist,N/A,Modded Server,PLACEHOLDER,,
Land_CementWorks_SiloBig1A,Land_CementWorks_SiloBig1A,Blacklist,N/A,Modded Server,PLACEHOLDER,,
Land_City_Stand_FastFood,Land_City_Stand_FastFood,Blacklist,N/A,Modded Server,PLACEHOLDER,,
Land_Construction_Building,Land_Construction_Building,Blacklist,N/A,Modded Server,PLACEHOLDER,,
Land_Construction_Crane,Land_Construction_Crane,Blacklist,N/A,Modded Server,PLACEHOLDER,,
Land_Dead_MassGrave,Land_Dead_MassGrave,Blacklist,N/A,Modded Server,PLACEHOLDER,,
Land_Factory_Small,Land_Factory_Small,Blacklist,N/A,Modded Server,PLACEHOLDER,,
Land_Farm_Watertower,Land_Farm_Watertower,Blacklist,N/A,Modded Server,PLACEHOLDER,,
Land_FuelStation_Feed_Enoch,Land_FuelStation_Feed_Enoch,Blacklist,N/A,Modded Server,PLACEHOLDER,,
Land_Garage_Row_Big,Land_Garage_Row_Big,Blacklist,N/A,Modded Server,PLACEHOLDER,,
Land_Garage_Row_Small,Land_Garage_Row_Small,Blacklist,N/A,Modded Server,PLACEHOLDER,,
Land_Lunapark_Autodrome,Land_Lunapark_Autodrome,Blacklist,N/A,Modded Server,PLACEHOLDER,,
Land_Lunapark_Carousel_Swan,Land_Lunapark_Carousel_Swan,Blacklist,N/A,Modded Server,PLACEHOLDER,,
Land_Lunapark_Ferris_wheel,Land_Lunapark_Ferris_wheel,Blacklist,N/A,Modded Server,PLACEHOLDER,,
Land_Mil_ATC_Big,Land_Mil_ATC_Big,Blacklist,N/A,Modded Server,PLACEHOLDER,,
Land_Mil_AircraftShelter,Land_Mil_AircraftShelter,Blacklist,N/A,Modded Server,PLACEHOLDER,,
Land_Mil_Barracks1,Land_Mil_Barracks1,Blacklist,N/A,Modded Server,PLACEHOLDER,,
Land_Mil_Barracks6,Land_Mil_Barracks6,Blacklist,N/A,Modded Server,PLACEHOLDER,,
Land_Mil_ControlTower,Land_Mil_ControlTower,Blacklist,N/A,Modded Server,PLACEHOLDER,,
Land_Mil_GuardBox_Smooth,Land_Mil_GuardBox_Smooth,Blacklist,N/A,Modded Server,PLACEHOLDER,,
Land_Mil_Guardhouse2,Land_Mil_Guardhouse2,Blacklist,N/A,Modded Server,PLACEHOLDER,,
Land_Pier_Crane_A,Land_Pier_Crane_A,Blacklist,N/A,Modded Server,PLACEHOLDER,,
Land_Pier_Crane_B,Land_Pier_Crane_B,Blacklist,N/A,Modded Server,PLACEHOLDER,,
Land_Rail_Station_Small,Land_Rail_Station_Small,Blacklist,N/A,Modded Server,PLACEHOLDER,,
Land_Sawmill_Illuminanttower,Land_Sawmill_Illuminanttower,Blacklist,N/A,Modded Server,PLACEHOLDER,,
Land_Shed_Closed2,Land_Shed_Closed2,Blacklist,N/A,Modded Server,PLACEHOLDER,,
Land_Ship_Big_BackB,Land_Ship_Big_BackB,Blacklist,N/A,Modded Server,PLACEHOLDER,,
Land_Ship_Big_Castle,Land_Ship_Big_Castle,Blacklist,N/A,Modded Server,PLACEHOLDER,,
Land_Ship_Big_FrontA,Land_Ship_Big_FrontA,Blacklist,N/A,Modded Server,PLACEHOLDER,,
Land_Smokestack_Metal,Land_Smokestack_Metal,Blacklist,N/A,Modded Server,PLACEHOLDER,,
Land_Tenement_Big,Land_Tenement_Big,Blacklist,N/A,Modded Server,PLACEHOLDER,,
Land_Tenement_Small,Land_Tenement_Small,Blacklist,N/A,Modded Server,PLACEHOLDER,,
Land_Tisy_Garages,Land_Tisy_Garages,Blacklist,N/A,Modded Server,PLACEHOLDER,,
Land_Tisy_KitchenRoom,Land_Tisy_KitchenRoom,Blacklist,N/A,Modded Server,PLACEHOLDER,,
Land_Tisy_RadarB_Antenna,Land_Tisy_RadarB_Antenna,Blacklist,N/A,Modded Server,PLACEHOLDER,,
Land_Tisy_RadarB_Base,Land_Tisy_RadarB_Base,Blacklist,N/A,Modded Server,PLACEHOLDER,,
Land_Tisy_RadarPlatform_Top,Land_Tisy_RadarPlatform_Top,Blacklist,N/A,Modded Server,PLACEHOLDER,,
Land_Village_PoliceStation,Land_Village_PoliceStation,Blacklist,N/A,Modded Server,PLACEHOLDER,,
Land_Wall_Gate_IndCnc4,Land_Wall_Gate_IndCnc4,Blacklist,N/A,Modded Server,PLACEHOLDER,,
Land_Workshop3,Land_Workshop3,Blacklist,N/A,Modded Server,PLACEHOLDER,,
Land_Wreck_hb01_aban2_green,Land_Wreck_hb01_aban2_green,Blacklist,N/A,Modded Server,PLACEHOLDER,,
Land_Wreck_sed02_aban1_grey,Land_Wreck_sed02_aban1_grey,Blacklist,N/A,Modded Server,PLACEHOLDER,,
Land_sp_dz_gate,Land_sp_dz_gate,Blacklist,N/A,Modded Server,PLACEHOLDER,,
Land_sp_dz_gate_3,Land_sp_dz_gate_3,Blacklist,N/A,Modded Server,PLACEHOLDER,,
Land_sp_dz_wall_ent_1,Land_sp_dz_wall_ent_1,Blacklist,N/A,Modded Server,PLACEHOLDER,,
Land_sp_dz_wall_ent_2,Land_sp_dz_wall_ent_2,Blacklist,N/A,Modded Server,PLACEHOLDER,,
Land_sp_dz_wall_ent_3,Land_sp_dz_wall_ent_3,Blacklist,N/A,Modded Server,PLACEHOLDER,,
Land_sp_dz_wall_ent_5,Land_sp_dz_wall_ent_5,Blacklist,N/A,Modded Server,PLACEHOLDER,,
Land_sp_dz_wall_gu_1,Land_sp_dz_wall_gu_1,Blacklist,N/A,Modded Server,PLACEHOLDER,,
Land_sp_dz_wall_gu_4,Land_sp_dz_wall_gu_4,Blacklist,N/A,Modded Server,PLACEHOLDER,,
Land_sp_dz_wall_gu_5,Land_sp_dz_wall_gu_5,Blacklist,N/A,Modded Server,PLACEHOLDER,,
Land_sp_platform,Land_sp_platform,Blacklist,N/A,Modded Server,PLACEHOLDER,,
Land_sp_platform_slim_d,Land_sp_platform_slim_d,Blacklist,N/A,Modded Server,PLACEHOLDER,,
Land_sp_wreck_mi8,Land_sp_wreck_mi8,Blacklist,N/A,Modded Server,PLACEHOLDER,,
ShitGround,ShitGround,Blacklist,N/A,Modded Server,PLACEHOLDER,,
VomitBloodGround,VomitBloodGround,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_Decal_asphalt_fix2,bldr_Decal_asphalt_fix2,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_Decal_asphalt_patch02,bldr_Decal_asphalt_patch02,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_Decal_asphalt_patch04,bldr_Decal_asphalt_patch04,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_Decal_damage_long6,bldr_Decal_damage_long6,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_Decal_damage_long7,bldr_Decal_damage_long7,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_Decal_damage_long8,bldr_Decal_damage_long8,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_Decal_damage_long9,bldr_Decal_damage_long9,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_Decal_damage_medium5,bldr_Decal_damage_medium5,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_Decal_damage_medium6,bldr_Decal_damage_medium6,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_Decal_damage_medium7,bldr_Decal_damage_medium7,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_Decal_damage_medium8,bldr_Decal_damage_medium8,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_Decal_damage_medium9,bldr_Decal_damage_medium9,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_Decal_dirt_damage_long1,bldr_Decal_dirt_damage_long1,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_Decal_dirt_damage_long2,bldr_Decal_dirt_damage_long2,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_Decal_dirt_rocks2,bldr_Decal_dirt_rocks2,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_DieselPowerPlant_Cooling,bldr_DieselPowerPlant_Cooling,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_DieselPowerPlant_Transformer,bldr_DieselPowerPlant_Transformer,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_Garbage_Container2_Open,bldr_Garbage_Container2_Open,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_Garbage_Pile3,bldr_Garbage_Pile3,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_Garbage_Pile6,bldr_Garbage_Pile6,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_Lunapark_Bumper_Car,bldr_Lunapark_Bumper_Car,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_Mil_AircraftShelter_Grass_L,bldr_Mil_AircraftShelter_Grass_L,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_Misc_Boogieman,bldr_Misc_Boogieman,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_Misc_Carousel_Small,bldr_Misc_Carousel_Small,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_Misc_Fountain,bldr_Misc_Fountain,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_Misc_Sandbox,bldr_Misc_Sandbox,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_Misc_Sunshade,bldr_Misc_Sunshade,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_Misc_TrailRoof_Big,bldr_Misc_TrailRoof_Big,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_Misc_Tree_Pavement2,bldr_Misc_Tree_Pavement2,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_Monument_Soldiers,bldr_Monument_Soldiers,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_Pipe_Small2_24m,bldr_Pipe_Small2_24m,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_Pipe_Small2_High_24m,bldr_Pipe_Small2_High_24m,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_Pipe_Small2_High_Curve,bldr_Pipe_Small2_High_Curve,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_Pipe_Small2_High_Ground,bldr_Pipe_Small2_High_Ground,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_Platform1_Stairs_30,bldr_Platform1_Stairs_30,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_Platform1_Stairs_30_WallR,bldr_Platform1_Stairs_30_WallR,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_Platform2_Stairs_20,bldr_Platform2_Stairs_20,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_Platform2_Stairs_30_WallL,bldr_Platform2_Stairs_30_WallL,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_Power_VHV_End,bldr_Power_VHV_End,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_Rubble_Glass,bldr_Rubble_Glass,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_Smokestack_Big_Ruin_Mid,bldr_Smokestack_Big_Ruin_Mid,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_Smokestack_Big_Ruin_Up,bldr_Smokestack_Big_Ruin_Up,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_Statue_General,bldr_Statue_General,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_Tenement_Small_Entry,bldr_Tenement_Small_Entry,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_Wall_PipeFenceWall_8,bldr_Wall_PipeFenceWall_8,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_anatomy_poster_1,bldr_anatomy_poster_1,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_bilboard_vodka,bldr_bilboard_vodka,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_carpet_2_dz,bldr_carpet_2_dz,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_carpet_big,bldr_carpet_big,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_cementworks_conveyor_up2,bldr_cementworks_conveyor_up2,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_cementworks_conveyor_up3,bldr_cementworks_conveyor_up3,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_cementworks_silobig1bridge,bldr_cementworks_silobig1bridge,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_container_1a,bldr_container_1a,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_container_1c,bldr_container_1c,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_container_2c,bldr_container_2c,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_debris_small_house,bldr_debris_small_house,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_flag_chernarus_wall,bldr_flag_chernarus_wall,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_lab_dropper,bldr_lab_dropper,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_mil_artilery_rampart,bldr_mil_artilery_rampart,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_mil_artillery_nest,bldr_mil_artillery_nest,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_mil_blastcover1,bldr_mil_blastcover1,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_mil_blastcover3,bldr_mil_blastcover3,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_mil_radar_tall_planks,bldr_mil_radar_tall_planks,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_mil_reinforcedtank1,bldr_mil_reinforcedtank1,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_mil_reinforcedtank1_grass,bldr_mil_reinforcedtank1_grass,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_mil_reinforcedtank2,bldr_mil_reinforcedtank2,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_mil_reinforcedtank2_grass_top,bldr_mil_reinforcedtank2_grass_top,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_mine_heap,bldr_mine_heap,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_misc_concretepanels,bldr_misc_concretepanels,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_misc_concretepipe,bldr_misc_concretepipe,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_misc_concretepipe_gate,bldr_misc_concretepipe_gate,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_misc_woodpile_forest2,bldr_misc_woodpile_forest2,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_pier_concrete2_end,bldr_pier_concrete2_end,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_pier_concrete3_2,bldr_pier_concrete3_2,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_pier_concrete3_end,bldr_pier_concrete3_end,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_pier_crane_rails,bldr_pier_crane_rails,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_pier_crane_rails_end,bldr_pier_crane_rails_end,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_pipe_medl_cornerr,bldr_pipe_medl_cornerr,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_pipe_small_broken,bldr_pipe_small_broken,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_pipe_small_ground1,bldr_pipe_small_ground1,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_pipe_small_u,bldr_pipe_small_u,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_plnt_b_BetulaPendula_1f,bldr_plnt_b_BetulaPendula_1f,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_plnt_b_PiceaAbies_1f,bldr_plnt_b_PiceaAbies_1f,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_plnt_b_PiceaAbies_1fb,bldr_plnt_b_PiceaAbies_1fb,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_plnt_b_betulaHumilis_1s,bldr_plnt_b_betulaHumilis_1s,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_plnt_b_corylusAvellana_2s,bldr_plnt_b_corylusAvellana_2s,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_plnt_b_crataegusLaevigata_1s,bldr_plnt_b_crataegusLaevigata_1s,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_plnt_b_crataegusLaevigata_2s,bldr_plnt_b_crataegusLaevigata_2s,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_plnt_b_naked_2s,bldr_plnt_b_naked_2s,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_plnt_b_prunusSpinosa_1s,bldr_plnt_b_prunusSpinosa_1s,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_plnt_b_prunusSpinosa_2s,bldr_plnt_b_prunusSpinosa_2s,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_plnt_b_rosaCanina_1s,bldr_plnt_b_rosaCanina_1s,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_plnt_b_rosaCanina_2s,bldr_plnt_b_rosaCanina_2s,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_plnt_b_sambucusNigra_1s,bldr_plnt_b_sambucusNigra_1s,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_plnt_b_sambucusNigra_2s,bldr_plnt_b_sambucusNigra_2s,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_plnt_c_Anthoxanthum,bldr_plnt_c_Anthoxanthum,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_plnt_c_Broadleaf_sprouts,bldr_plnt_c_Broadleaf_sprouts,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_plnt_c_Broadleaf_sprouts_tall,bldr_plnt_c_Broadleaf_sprouts_tall,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_plnt_c_Calamagrostis,bldr_plnt_c_Calamagrostis,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_plnt_c_Carduus,bldr_plnt_c_Carduus,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_plnt_c_Carduus_f,bldr_plnt_c_Carduus_f,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_plnt_c_ConcreteGrass_bunch,bldr_plnt_c_ConcreteGrass_bunch,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_plnt_c_Cones,bldr_plnt_c_Cones,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_plnt_c_DirtGrass_bunch,bldr_plnt_c_DirtGrass_bunch,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_plnt_c_Elytrigia_green,bldr_plnt_c_Elytrigia_green,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_plnt_c_GrassDry2_summer,bldr_plnt_c_GrassDry2_summer,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_plnt_c_GrassDry3_summer,bldr_plnt_c_GrassDry3_summer,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_plnt_c_GrassDryTall3_summer,bldr_plnt_c_GrassDryTall3_summer,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_plnt_c_GrassDryTall_summer,bldr_plnt_c_GrassDryTall_summer,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_plnt_c_GrassDry_summer,bldr_plnt_c_GrassDry_summer,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_plnt_c_GrassFlowersPurpleShort_summer,bldr_plnt_c_GrassFlowersPurpleShort_summer,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_plnt_c_GrassFlowersPurpleTall_summer,bldr_plnt_c_GrassFlowersPurpleTall_summer,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_plnt_c_GrassFlowersPurple_summer,bldr_plnt_c_GrassFlowersPurple_summer,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_plnt_c_GrassFlowersWhiteShort_summer,bldr_plnt_c_GrassFlowersWhiteShort_summer,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_plnt_c_GrassFlowersWhiteTall_summer,bldr_plnt_c_GrassFlowersWhiteTall_summer,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_plnt_c_GrassFlowersWhite_summer,bldr_plnt_c_GrassFlowersWhite_summer,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_plnt_c_GrassFlowersYellowShort_summer,bldr_plnt_c_GrassFlowersYellowShort_summer,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_plnt_c_GrassFlowersYellowTall_summer,bldr_plnt_c_GrassFlowersYellowTall_summer,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_plnt_c_GrassFlowersYellow_summer,bldr_plnt_c_GrassFlowersYellow_summer,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_plnt_c_Hypericum_f,bldr_plnt_c_Hypericum_f,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_plnt_c_Lolium,bldr_plnt_c_Lolium,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_plnt_c_Pines,bldr_plnt_c_Pines,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_plnt_c_Polypodiophyta,bldr_plnt_c_Polypodiophyta,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_plnt_c_Polypodiophyta_b,bldr_plnt_c_Polypodiophyta_b,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_plnt_c_Polypodiophyta_c,bldr_plnt_c_Polypodiophyta_c,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_plnt_c_Twigs,bldr_plnt_c_Twigs,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_plnt_c_Vaccinium_green,bldr_plnt_c_Vaccinium_green,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_plnt_c_undergrowth,bldr_plnt_c_undergrowth,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_plnt_c_undergrowth_red,bldr_plnt_c_undergrowth_red,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_plnt_d_FagusSylvatica_stumpb,bldr_plnt_d_FagusSylvatica_stumpb,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_plnt_d_PinusSylvestris_fallenb,bldr_plnt_d_PinusSylvestris_fallenb,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_plnt_d_PinusSylvestris_fallenc,bldr_plnt_d_PinusSylvestris_fallenc,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_plnt_d_piceaabies_fallen,bldr_plnt_d_piceaabies_fallen,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_plnt_d_piceaabies_fallenc,bldr_plnt_d_piceaabies_fallenc,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_plnt_d_piceaabies_fallene,bldr_plnt_d_piceaabies_fallene,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_plnt_d_piceaabies_stump,bldr_plnt_d_piceaabies_stump,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_plnt_d_piceaabies_stumpb,bldr_plnt_d_piceaabies_stumpb,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_plnt_d_quercusRobur_fallenc,bldr_plnt_d_quercusRobur_fallenc,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_plnt_ivy_A,bldr_plnt_ivy_A,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_plnt_ivy_C,bldr_plnt_ivy_C,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_plnt_ivy_D,bldr_plnt_ivy_D,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_plnt_ivy_G,bldr_plnt_ivy_G,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_plnt_ivy_I,bldr_plnt_ivy_I,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_plnt_ivy_J,bldr_plnt_ivy_J,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_plnt_ivy_L,bldr_plnt_ivy_L,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_plnt_ivy_M,bldr_plnt_ivy_M,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_plnt_ivy_N,bldr_plnt_ivy_N,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_plnt_ivy_dry_B,bldr_plnt_ivy_dry_B,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_plnt_ivy_dry_C,bldr_plnt_ivy_dry_C,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_plnt_ivy_dry_G,bldr_plnt_ivy_dry_G,Blacklist,N/A,Modded Server,PLACEHOLDER,,
bldr_plnt_ivy_special_D,bldr_plnt_ivy_special_D,Blacklist,N/A,Modded Server,PLACEHOLDER,,
