Id,FriendlyName,Category,Priority
_57cffce524597763b31685d8,AFG M-LOK,Attachments,0 None
_57cffb66245977632f391a99,Magpul M-LOK AFG Tactical grip,Attachments,0 None
_57cff947245977638e6f2a19,Magpul MOE AKM HAND GUARD (Black) for AK,Attachments,0 None
_57cffd8224597763b03fc609,Magpul MOE AKM HAND GUARD (Flat Dark Earth) for AK,Attachments,0 None
_57cffddc24597763133760c6,Magpul MOE AKM HAND GUARD (Olive Drab) for AK,Attachments,0 None
_57cffe0024597763b03fc60b,Magpul MOE AKM HAND GUARD (Plum) for AK,Attachments,0 None
_57cffe20245977632f391a9d,MOE AKM,Attachments,0 None
_55802f5d4bdc2dac148b458f,Magpul MOE AR-15 pistol grip,Attachments,0 None
_5d15cf3bd7ad1a67e71518b2,MOE Pistol,Attachments,0 None
_5a788068c5856700137e4c8f,MOE 870,Attachments,0 None
_5b30ac585acfc433000eb79c,MOE AK,Attachments,0 None
_5c78f2792e221600106f4683,MOE SL,Attachments,0 None
_5c78f26f2e221601da3581d1,Magpul MOE SL mid length M-LOK foregrip for AR15,Attachments,0 None
_5cdeac5cd7f00c000f261694,Magpul Pistol Grip for Pro 700 Kit,Attachments,0 None
_5d25a7b88abbc3054f3e60bc,PMAG .308 AC,Attachments,0 None
_5ce69cbad7f00c00b61c5098,Magpul PMAG .308 AC 5-round M700 magazine,Attachments,0 None
_59c1383d86f774290a37e0ca,PMAG D-60,Attachments,1 Low
_5cdeac22d7f00c000f26168f,PRO 700,Attachments,0 None
_5b7d63b75acfc400170e2f8a,PRS 2 FAL,Attachments,0 None
_5a33cae9c4a28232980eb086,PRS GEN2,Attachments,0 None
_5d4406a8a4b9361e4f6eb8b7,Magpul PRS GEN3 Grey stock,Attachments,0 None
_5d44069ca4b9361ebd26fc37,PRS GEN3,Attachments,0 None
_58d2912286f7744e27117493,RBP,Attachments,0 None
_59fc48e086f77463b1118392,RVG blk.,Attachments,0 None
_5c9a07572e221644f31c4b32,Magpul Zhukov-U HAND GUARD (Black) for AK,Attachments,0 None
_5c9a1c3a2e2216000e69fb6a,Magpul Zhukov-U HAND GUARD (FDE) for AK,Attachments,0 None
_5c9a1c422e221600106f69f0,Zhukov-U,Attachments,0 None
_571a28e524597720b4066567,TT silencer,Attachments,0 None
_573476d324597737da2adc13,Malboro Cigarettes,Barter Items,0 None
_567849dd4bdc2d150f8b456e,Map,Parent Element,0 None
_5780cf7f2459777de4559322,Marked Key,Keys,5 Super
_5447b6194bdc2d67278b4567,Marksman rifle,Parent Element,-1 Blacklist
_5c0919b50db834001b7ce3b9,1Sch FShield,Attachments,0 None
_5c0e842486f77443a74d2976,Killa Face Shield,Attachments,4 Ultra
_5c091a4e0db834001d5addc8,Maska,Helmet,4 Ultra
_5c0e874186f7745dc7616606,Killa Helm,Helmet,4 Ultra
_5751435d24597720a27126d1,NRG Drink,Food,2 Medium
_5c5db6ee2e221600113fba54,MD CQB,Attachments,0 None
_5cf8f3b0d7f00c00217872ef,Powermag 20,Attachments,0 None
_5adf23995acfc400185c2aeb,MC 20-01,Attachments,0 None
_5649b2314bdc2d79388b4576,ME4,Attachments,0 None
_5c0111ab0db834001966914d,Cylinder,Attachments,0 None
_5909d24f86f77466f56e6855,Medbag,Lootable,0 None
_5909d4c186f7746ad34e805a,Medcase,Lootable,0 None
_5b4335ba86f7744d2837a264,Bloodset,Barter Items,0 None
_5448f3ac4bdc2dce718b4569,Medical item,Parent Element,-1 Blacklist
_57864c8c245977548867e7f1,Medical supplies,Parent Element,-1 Blacklist
_5d6fe50986f77449d97f7463,Medical Supply Crate,Lootable,0 None
_5448f39d4bdc2d0a728b4568,Medikit,Parent Element,-1 Blacklist
_5b800ebc86f774394e230a90,Medium length rail for Hexagon,Attachments,0 None
_5b8403a086f7747ff856f4e2,Hexagon Med,Attachments,0 None
_543be5664bdc2dd4348b4569,Meds,Parent Element,0 None
_5aafbcd986f7745e590fff23,MedCase,Container,5 Super
_5c07b36c0db834002a1259e9,TD NS Fr.,Attachments,0 None
_5c07b3850db834002330045b,TD NS Re.,Attachments,0 None
_5a789261c5856700186c65d3,MT Clamp,Attachments,0 None
_5d40419286f774318526545f,M. Scissors,Barter Items,0 None
_5d1b36a186f7742523398433,Fuel,Barter Items,0 None
_599851db86f77467372f0a18,Stock PP-19-01,Attachments,0 None
_5de653abf76fdc1ce94a5a2a,215 366,Attachments,0 None
_5926dad986f7741f82604363,MFIHKMOUNT,Attachments,0 None
_5947c73886f7747701588af5,BUS,Attachments,0 None
_5ab8e4ed86f7742d8e50c7fa,MF-UN,Armor Vest,0 None
_5a339805c4a2826c6e06d73d,MIAD Pistol,Attachments,0 None
_5c5db6302e2216000e5e47f0,Midwest 10.5 inch,Attachments,0 None
_5c6d11072e2216000e69d2e4,"Midwest 13.5"" M-LOK foregrip for 416A5",Attachments,0 None
_5c5db5f22e2216000e5e47e8,Midwest 4.5 inch,Attachments,0 None
_5c5db5fc2e2216000f1b2842,Midwest 6.5 inch,Attachments,0 None
_5c6d10fa2e221600106f3f23,Midwest M-LOK,Attachments,0 None
_5913915886f774123603c392,Checkpoint,Keys,5 Super
_5d0375ff86f774186372f685,M.Cable,Barter Items,3 High
_5d0376a486f7747d8050965c,MCB,Barter Items,3 High
_5c052f6886f7746b1e3db148,SG-C10,Barter Items,0 None
_5d03784a86f774203e7e0c4d,MGT,Barter Items,3 High
_5d0378d486f77420421a5ff4,Filter,Barter Items,0 None
_5d0377ce86f774186372f689,Iridium,Barter Items,3 High
_5b4327aa5acfc400175496e0,Panama,Vanity,0 None
_5bd0716d86f774171822ef4b,Misha Mayorov's mask,Vanity,0 None
_56eabcd4d2720b66698b4574,MK12,Attachments,0 None
_59e7635f86f7742cbf2c1095,3M,Armor Vest,0 None
_56eabf3bd2720b75698b4569,MOE Carbine stock,Attachments,0 None
_58d2946386f774496974c37e,MOE Carbine stock FDE,Attachments,0 None
_58d2946c86f7744e271174b5,MOE Carbine stock FG,Attachments,0 None
_58d2947686f774485c6a1ee5,MOE Stock,Attachments,0 None
_58d2947e86f77447aa070d53,MOE Carbine stock SG,Attachments,0 None
_59e5f5a486f7746c530b3ce2,6P2 Sb-11,Attachments,0 None
_59e61eb386f77440d64f5daf,Molot 7.62x39 Vepr KM / VPO-136 muzzlebrake & compensator,Attachments,0 None
_59e6318286f77444dd62c4cc,Molot bak.,Attachments,0 None
_59e6449086f7746c9f75e822,Molot AKM type dust cover,Attachments,0 None
_59e649f986f77411d949b246,AKM Type,Attachments,0 None
_5cbdc23eae9215001136a407,Molot Drum,Attachments,0 None
_5c503d0a2e221602b542b7ef,VPO-101,Attachments,0 None
_5de652c31b7e3716273428be,VPO-215,Weapons SR,0 None
_59e6227d86f77440d64f5dc2,VPO-136,Attachments,0 None
_59e89d0986f77427600d226e,Molot wooden VPO-209 stock,Attachments,0 None
_5b432f3d5acfc4704b4a1dfb,Momex,Vanity,0 None
_543be5dd4bdc2deb348b4569,Money,Parent Element,-1 Blacklist
_59fb016586f7746d0d4b423a,MCase,Container,5 Super
_5d2dc3e548f035404a1a4798,Monstr. 2x32,Attachments,0 None
_544fb3f34bdc2d03748b456a,Morphine,Meds,2 Medium
_5bfd297f0db834001a669119,Mosin Inf.,Weapons SR,0 None
_5ae08f0a5acfc408fb1398a1,Mosin,Weapons SR,0 None
_5bfd4c980db834001b73449d,Mosin rs.,Attachments,0 None
_5bfd384c0db834001a6691d3,Mosin carbine stock,Attachments,0 None
_5ae099875acfc4001714e593,Mosin fs,Attachments,0 None
_5ae099925acfc4001a5fc7b3,Mosin Rearsight,Attachments,0 None
_5bfd37c80db834001d23e842,Mosin sniper carbine stock,Attachments,0 None
_5af04c0b86f774138708f78e,Motor Controller 1,Quest,0 None
_5b4c72b386f7745b453af9c0,Motor Controller 2,Quest,0 None
_5b4c72c686f77462ac37e907,Motor Controller 3,Quest,0 None
_55818b224bdc2dde698b456f,Mount,Parent Element,-1 Blacklist
_54491c4f4bdc2db1078b4568,MP-133,Weapons SG,0 None
_56dee2bdd2720bc8328b4567,MP-153,Weapons SG,0 None
_5882163e24597758206fee8c,MP153x5,Attachments,0 None
_5882163824597757561aa922,MP153x6,Attachments,0 None
_5882163224597757561aa920,MP153x7,Attachments,0 None
_56deeefcd2720bc8328b4568,MP153x8,Attachments,0 None
_56deee15d2720bee328b4567,MP-153 foreend cap,Attachments,0 None
_576a5ed62459771e9c2096cb,9x19 MP-443,Attachments,0 None
_5926c32286f774616e42de99,MP5 Cocking,Attachments,0 None
_5d2f2d5748f03572ec0c0139,MP5k hnd.,Attachments,0 None
_5a9548c9159bd400133e97b3,TL-99,Attachments,0 None
_5926c36d86f77467a92a8629,MP5WT,Attachments,0 None
_5d2f259b48f0355a844acd74,MP5k,Attachments,0 None
_5926d33d86f77410de68ebc0,MP5SD suppressor,Attachments,0 None
_5926f34786f77469195bfe92,MP5SD HG,Attachments,0 None
_5ba26b01d4351e0085325a51,MP7 Front Flip Up,Attachments,0 None
_5ba26b17d4351e00367f9bdd,MP7 Rearsight Flip Up,Attachments,0 None
_5bead2e00db834001c062938,MPL-50,Weapons M,0 None
_5c5db6652e221600113fba51,MPX with TTI Base pad +11 41-round 9x19 magazine,Attachments,0 None
_58aeac1b86f77457c419f475,MPX-SD,Attachments,0 None
_5c093db286f7740a1b2617e3,Holodilnick,Container,3 High
_590c5f0d86f77413997acfab,MRE,Food,2 Medium
_5991b51486f77447b112d44f,MS2000,Special,0 None
_5d5e7d28a4b936645d161203,TC-2001,Helmet,4 Ultra
_5d5e9c74a4b9364855191c40,TC-2002,Helmet,4 Ultra
_5e4bfc1586f774264f7582d3,TC 800,Helmet,4 Ultra
_5aa2ba71e5b5b000137b758f,Sordin,Headset,4 Ultra
_5a7893c1c585673f2b5c374d,mtu028sg,Attachments,0 None
_5a16b7e1fcdbcb00165aa6c9,Multi-hit ballistic face shield-visor for Ops-Core FAST helmet (40/40),Attachments,4 Ultra
_5a7c147ce899ef00150bd8b8,VP-09,Attachments,0 None
_5448fe394bdc2d0d028b456c,Muzzle device,Parent Element,-1 Blacklist
_5cdd7685d7f00c000f260ed2,SHREWD,Attachments,0 None
_5bbdb8bdd4351e4502011460,Atlas-7,Attachments,0 None
_5cdd7693d7f00c0010373aa5,M-11,Attachments,0 None
_5c0e774286f77468413cc5b2,Mystery Ranch Blackjack 50 backpack (multicam),Backpack,4 Ultra
_56e294cdd2720b603a8b4575,Mystery Ranch Terraplane Backpack,Backpack,4 Ultra
_59db3a1d86f77429e05b4e92,GRAL-S,Attachments,0 None
_5addbb6e5acfc408fb1393fd,National Match MB,Attachments,0 None
_5dfe6104585a0c3e995c7b82,ADO P4,Attachments,0 None
_5649a2464bdc2d91118b45a8,MPR45,Attachments,3 High
_5cc9c20cd7f00c001336c65d,TBL,Attachments,0 None
_5b4326435acfc433000ed01d,Mask,Vanity,0 None
_5aa66be6e5b5b0214e506e97,NF 7-35x56,Attachments,0 None
_5a2c3a9486f774688b05e574,NightVision,Parent Element,-1 Blacklist
_5d40425986f7743185265461,Nippers,Barter Items,0 None
_5d1b2ffd86f77425243e8d17,NIXXOR,Barter Items,0 None
_5d02676dd7ad1a049e54f6dc,Nordic Corvette 5.56x45 compensator for AR-15,Attachments,0 None
_5d02677ad7ad1a04a15c0f95,Corvette,Attachments,0 None
_5a16b8a9fcdbcb00165aa6ca,Norotos Titanium Advanced Tactical Mount,Attachments,0 None
_5c07a8770db8340023300450,Gen.3,Attachments,0 None
_56ea6fafd2720b844b8b4593,KX3,Attachments,0 None
_5d00ede1d7ad1a0940739a76,N6 10.5 inch,Attachments,0 None
_5d00ef6dd7ad1a0940739b16,N6 Split,Attachments,0 None
_5cf638cbd7f00c06595bc936,NPZ USP-1 4x scope,Attachments,0 None
_5a7c74b3e899ef0014332c29,NSPU-M,Attachments,0 None
_5ba36f85d4351e0085325c81,NSPU-M eyecup,Attachments,0 None
_5cdeb229d7f00c000e7ce174,"NSV ""Utes"" 12.7x108 machine gun",Weapons HMG,0 None
_5d5d940f86f7742797262046,Black BP,Backpack,4 Ultra
_5e42c81886f7742a01529f57,#11SR,Keys,5 Super
_5e42c83786f7742a021fdf3c,#21WS,Keys,5 Super
_5a0dc45586f7742f6b0b73e3,San.104,Keys,5 Super
_5a0ea64786f7741707720468,San.107,Keys,3 High
_5a0ea69f86f7741cd5406619,San.108,Keys,3 High
_5a0dc95c86f77452440fc675,San. 112,Keys,5 Super
_5d0379a886f77420407aa271,OFZ,Barter Items,3 High
_570fd79bd2720bc7458b4583,Dovetail,Attachments,0 None
_57486e672459770abd687134,OKP-7 reflex sight (Dovetail),Attachments,0 None
_5bc9c377d4351e3bac12251b,Firesteel,Barter Items,3 High
_5ae9a18586f7746e381e16a3,OLI cargo manifests,Quest,0 None
_5ae9a25386f7746dd946e6d9,OLI cargo route documents,Quest,0 None
_5af0534a86f7743b6f354284,Ophthalmoscope,Barter Items,3 High
_5a16ba61fcdbcb098008728a,Mandible,Attachments,0 None
_5a154d5cfcdbcb001a3b00da,Fast MT,Helmet,4 Ultra
_5ac8d6885acfc400180ae7b0,Ops-Core Fast MT SUPER HIGH CUT Helmet Tan,Helmet,4 Ultra
_5a16b9fffcdbcb0176308b34,RAC,Headset,4 Ultra
_5a16badafcdbcb001865f72d,SArmor,Attachments,0 None
_5a16b672fcdbcb001912fa83,FVisor,Attachments,4 Ultra
_57c5ac0824597754771e88a9,3-24x42,Attachments,0 None
_5b7bed205acfc400161d08cc,Fal Handguard,Attachments,0 None
_5df35e59c41b2312ea3334d5,T-5000 Hg.,Attachments,0 None
_5df25d3bfd6b4e6e2276dc9a,Orsis handguard for T-5000,Attachments,0 None
_5df35ea9c41b2312ea3334d8,Orsis long,Attachments,0 None
_5df35eb2b11454561e3923e2,Orsis med.,Attachments,0 None
_5df35e970b92095fd441e4d2,T-5000 opt.,Attachments,0 None
_5df24cf80dee1b22f862e9bc,T-5000,Weapons SR,4 Ultra
_5df38a5fb74cd90030650cb6,T-5000 Pg.,Attachments,0 None
_5df35e7f2a78646d96665dd4,T-5000M MBr,Attachments,0 None
_5df35ddddfc58d14537c2036,Orsis T-5000M Stock,Attachments,0 None
_5d4041f086f7743cac3f22a7,Ortodontox,Barter Items,0 None
_590c745b86f7743cc433c5f2,Other,Parent Element,-1 Blacklist
_59e3556c86f7741776641ac2,Bleach,Barter Items,0 None
_5bffe7c50db834001d23ece1,axelson,Attachments,0 None
_5c920e902e221644f31c3c99,P226 Extended magazine 9x19,Attachments,0 None
_56d59948d2720bb7418b4582,9x19 P226,Attachments,0 None
_5c010a700db834001d23ef5d,Scorpion P226,Attachments,0 None
_5c0125fc0db834001a669aa3,Legion P226,Attachments,0 None
_5c0009510db834001966907f,Stainless elite P226,Attachments,0 None
_587de5ba2459771c0f1e8a58,P226 protection cap,Attachments,0 None
_56d59856d2720bd8418b456a,P226R,Weapons P,0 None
_5648a7494bdc2d9d488b4583,PACA,Attachments,0 None
_5a7b4960e899ef197b331a2d,Pach RG,Attachments,0 None
_5e2af02c86f7746d420957d4,Chlorine,Barter Items,0 None
_575146b724597720a27126d5,Milk,Food,2 Medium
_57347d90245977448f7b7f65,Oatflakes,Food,0 None
_59e3577886f774176a362503,Sugar,Food,0 None
_5ac620eb86f7743a8e6e0da0,Package with graphics cards,Quest,0 None
_5d53f4b7a4b936793d58c780,PAG-17 scope,Attachments,0 None
_59e3596386f774176c10a2a2,Paid,Barter Items,0 None
_59fafc5086f7740dbe19f6c3,AK30,Attachments,0 None
_59fafc9386f774067d462453,"Palm US AK30 7.62x39 magazine for AK and compatibles, 30-round capacity (FDE)",Attachments,0 None
_5c12688486f77426843c7d32,Paracord,Barter Items,3 High
_56e0598dd2720bb5668b45a6,PB,Weapons P,0 None
_5a0d63621526d8dba31fe3bf,PBS-1,Attachments,0 None
_57ffb0e42459777d047111c5,PBS-4,Attachments,0 None
_59139c2186f77411564f8e42,PC,Lootable,0 None
_573477e124597737dd42e191,CPU,Barter Items,0 None
_5645bcc04bdc2d363b8b4572,ComTac2,Headset,4 Ultra
_5c165d832e2216398b5a7e36,Tactical Sport,Headset,0 None
_5e54f79686f7744022011103,Pestily,Vanity,3 High
_5addbbb25acfc40015621bd9,Phantom,Attachments,0 None
_5d1b313086f77425227d1678,Relay,Barter Items,0 None
_5d03775b86f774203e7e0c4b,AESA,Barter Items,3 High
_5d357d6b86f7745b606e3508,Photo album,Quest,0 None
_59faff1d86f7746c51718c9c,0.2BTC,Barter Items,3 High
_59e366c186f7741778269d85,Plex,Barter Items,0 None
_57acb6222459771ec34b5cb0,043-02,Attachments,0 None
_5d1b3a5d86f774252167ba22,Meds,Barter Items,0 None
_59e763f286f7742ee57895da,Pilgrim,Backpack,4 Ultra
_5447b5cf4bdc2d65278b4567,Pistol,Parent Element,-1 Blacklist
_567143bf4bdc2d1a0f8b4567,Case,Container,0 None
_55818a684bdc2ddd698b456d,Pistol grip,Parent Element,-1 Blacklist
_5894a51286f77426d13baf02,MPX p. grip,Attachments,0 None
_56083a334bdc2dc8488b4571,133/153 Pl.g.,Attachments,0 None
_56083be64bdc2d20478b456f,133/153 Pl.s.,Attachments,0 None
_5c052cea86f7746b2101e8d8,Plastic suitcase,Lootable,0 None
_590c2b4386f77425357b6123,Pliers,Barter Items,0 None
_5af04b6486f774195a3ebb49,Elite,Barter Items,0 None
_579204f224597773d619e051,PM (t) 9x18PM pistol,Weapons P,0 None
_5448bd6b4bdc2dfc2f8b4569,PM,Weapons P,0 None
_55d485be4bdc2d962f8b456f,PM/PPSH,Attachments,0 None
_5e21a3c67e40bd02257a008a,Pmag30 Banana,Attachments,0 None
_5aaa4194e5b5b055d06310a5,Pmag30 AK74 GEN M3,Attachments,0 None
_5aaa5e60e5b5b000140293d6,GEN M3 10,Attachments,0 None
_5448c1d04bdc2dff2f8b4569,GEN M3 20,Attachments,0 None
_5aaa5dfee5b5b000140293d3,PMAG GEN M3 30 5.56x45 STANAG 30-round magazine,Attachments,0 None
_5d1340b3d7ad1a0b52682ed7,PMAG GEN M3 30 5.56x45 STANAG 30-round magazine,Attachments,0 None
_5d1340cad7ad1a0b0b249869,GEN M3 30,Attachments,0 None
_55802d5f4bdc2dac148b458e,PMAG GEN M3 W 30 5.56x45 STANAG 30-round magazine,Attachments,0 None
_5a718da68dc32e000d46d264,G PMAG 21,Attachments,0 None
_5a3501acc4a282000d72293a,PMAG 20 7.62,Attachments,0 None
_5bffd7ed0db834001d23ebf9,DTK-TT,Attachments,0 None
_5bffcf7a0db83400232fea79,TT-206,Attachments,0 None
_5c5db6f82e2216003a0fe914,ULSS,Attachments,0 None
_550ad14d4bdc2dd5348b456c,PMS,Parent Element,-1 Blacklist
_5c0695860db834001b735461,PNV-10T dovetail adapter,Attachments,0 None
_5c0696830db834001d23f5da,PNV-10T,Attachments,0 None
_557596e64bdc2dc2118b4571,Pockets,Parent Element,-1 Blacklist
_557ffd194bdc2d28148b457f,Pockets,Unknown,0 None
_5af99e9186f7747c447120b8,Pockets,Unknown,0 None
_5aa2b8d7e5b5b00014028f4a,Police,Vanity,0 None
_5e2af41e86f774755a234b67,Cordura,Barter Items,0 None
_5cbda392ae92155f3c17c39f,AK polym,Attachments,0 None
_5648b1504bdc2d9d488b4584,6P20 Sb.9,Attachments,0 None
_5cbda9f4ae9215000e5b9bfc,Polymer AK-74 foregrip (6P20 Sb.9) Plum,Attachments,0 None
_5cdaa99dd7f00c002412d0b2,ASh-12 polym,Attachments,0 None
_576a63cd2459771e796e0e11,P.grip.MP443,Attachments,0 None
_5cadc431ae921500113bb8d5,PGripM9A3,Attachments,0 None
_5b7d645e5acfc400170e2f90,SA-58 Humpback,Attachments,0 None
_5ac50c185acfc400163398d4,6P34 Sb.15,Attachments,0 None
_5c471b5d2e221602b21d4e14,SVDS Stock,Attachments,0 None
_5c471c6c2e221602b66cd9ae,SVDS FG,Attachments,0 None
_5a7afa25e899ef00135e31b0,PS9,Attachments,0 None
_5b4329075acfc400153b78ff,Pompon,Vanity,0 None
_5448bf274bdc2dfc2f8b456a,Port. Container,Parent Element,-1 Blacklist
_5780d07a2459777de4559324,Cabin key,Keys,0 None
_5938144586f77473c2087145,Portable cabin key of customs Factory zone,Keys,0 None
_5c052e6986f7746b207bc3c9,Defibrillator,Barter Items,3 High
_57347c2e24597744902c94a1,PSU,Barter Items,0 None
_5af0561e86f7745f5f3ad6ac,Powerbank,Barter Items,0 None
_59e36c6f86f774176c10a2a7,Cord,Barter Items,0 None
_59ccd11386f77428f24a488f,PP-19-01 g.tube,Attachments,0 None
_5998517986f7746017232f7e,p. grip PP-19-01,Attachments,0 None
_57f4c844245977379d5c14d1,PP-9 Klin,Weapons SMG,0 None
_57d14d2524597714373db789,"PP-91 ""Kedr""",Weapons SMG,0 None
_57f3c6bd24597738e730fa2f,PP-91-01 Kedr-B,Weapons SMG,0 None
_57f3c8cc2459773ec4480328,PP-91-01 suppressor,Attachments,0 None
_57f3c7e024597738ea4ba286,PP-91-01 muzzlethread,Attachments,0 None
_5d1b327086f7742525194449,Gauge,Barter Items,3 High
_5c1cdd512e22161b267d91ae,Prism 2.5x,Attachments,0 None
_590a3b0486f7743954552bdb,Circuit board,Barter Items,0 None
_577e1c9d2459773cd707c525,Paper,Barter Items,0 None
_5cdeac42d7f00c000d36ba73,PRO700 stock,Attachments,0 None
_5d25af8f8abbc3055079fec5,AA-70 10,Attachments,0 None
_5cf12a15d7f00c05464b293f,AA-70 20,Attachments,0 None
_5c5970672e221602b21d7855,AALVX 35,Attachments,0 None
_5c6175362e221600133e3b94,AK-A-16,Attachments,0 None
_5bae13bad4351e00320204af,Archangel OPFOR PRS,Attachments,0 None
_5cf13123d7f00c1085616a50,Archangel M700,Attachments,0 None
_587df583245977373c4f1129,SKS-A5,Attachments,0 None
_5c0e530286f7747fa1419862,Propital,Meds,2 Medium
_5c0d2727d174af02a012cf58,Djeta,Helmet,0 None
_57f3a5ae2459772b0e0bf19e,PSO eyecup,Attachments,0 None
_5d19cd96d7ad1a4a992c9f52,PTR Tri-Rail MP5 handguard,Attachments,0 None
_5b3f7c1c5acfc40dc5296b1d,PU 3.5x,Attachments,0 None
_5b3f7c005acfc4704b4a1de8,PU 3.5x ring,Attachments,0 None
_5c0673fb0db8340023300271,SG-919 20,Attachments,0 None
_5c0672ed0db834001b7353f3,SG-919 30,Attachments,0 None
_5d1b33a686f7742523398398,Superwater,Food,2 Medium
_5943ee5a86f77413872d25ec,PWS CQB,Attachments,0 None
_5943eeeb86f77412d6384f6b,PWS CQB 74,Attachments,0 None
_5c0d32fcd174af02a1659c75,Proximity,Vanity,0 None
_5d1c774f86f7746d6620f8db,Helix,Barter Items,0 None
_55818b1d4bdc2d5b648b4572,Rail covers,Parent Element,-1 Blacklist
_57347baf24597738002c6178,RAM,Barter Items,0 None
_5b2240bf5acfc40dc528af69,Raptor Charge,Attachments,0 None
_5d44334ba4b9362b346d1948,Raptor C.Handle,Attachments,0 None
_5a788169c5856700142fdd9e,Raptor,Attachments,0 None
_5d6fd13186f77424ad2a8c69,Ration Supply Crate,Lootable,0 None
_5e54f62086f774219b0f1937,Raven,Barter Items,0 None
_5d6d2ef3a4b93618084f58bd,Aviator,Vanity,0 None
_5aa2b9aee5b5b00015693121,RayBench,Vanity,0 None
_5c079ec50db834001966a706,Razor A. TT,Attachments,0 None
_5d80c78786f774403a401e3e,RB-AK,Keys,3 High
_5d80c88d86f77440556dbf07,RB-AM,Keys,3 High
_5d80c66d86f774405611c7d6,RB-AO,Keys,3 High
_5d80c60f86f77440373c4ece,RB-BK,Keys,3 High
_5d8e3ecc86f774414c78d05e,RB-GN,Keys,5 Super
_5d8e0db586f7744450412a42,RB-KORL,Keys,3 High
_5d8e0e0e86f774321140eb56,RB-KPRL,Keys,3 High
_5d947d4e86f774447b415895,RB-KSM,Keys,3 High
_5d80c93086f7744036212b41,RB-MP11,Keys,3 High
_5d80c95986f77440351beef3,RB-MP12,Keys,3 High
_5d80cbd886f77470855c26c2,RB-MP13,Keys,3 High
_5d80ca9086f774403a401e40,RB-MP21,Keys,3 High
_5d80cab086f77440535be201,RB-MP22,Keys,5 Super
_5d80c6c586f77440351beef1,RB-OB,Keys,3 High
_5d80c8f586f77440373c4ed0,RB-OP,Keys,5 Super
_5d80ccac86f77470841ff452,RB-ORB1,Keys,3 High
_5d80ccdd86f77474f7575e02,RB-ORB2,Keys,3 High
_5d80cd1a86f77402aa362f42,RB-ORB3,Keys,3 High
_5d80cb8786f774405611c7d9,RB-PP,Keys,0 None
_5d80cb5686f77440545d1286,RB-PS81,Keys,5 Super
_5d95d6be86f77424444eb3a7,RB-PS82,Keys,3 High
_5d80cb3886f77440556dbf09,RB-PSP1,Keys,3 High
_5da5cdcd86f774529238fb9b,RB-RH,Keys,3 High
_5da46e3886f774653b7a83fe,RB-RS,Keys,3 High
_5d947d3886f774447b415893,RB-SMP,Keys,3 High
_5d9f1fa686f774726974a992,RB-ST,Keys,3 High
_5d80c6fc86f774403a401e3c,RB-TB,Keys,3 High
_5d80c62a86f7744036212b3f,RB-VO,Keys,3 High
_5a2a57cfc4a2826c6e06d44a,RDG-2B,Weapons T,1 Low
_5a1eacb3fcdbcb09800872be,REAP-IR eyecup,Attachments,0 None
_5ae30bad5acfc400185c2dc4,CarryHandle,Attachments,0 None
_5caf1691ae92152ac412efb9,ASh-12 Carry,Attachments,0 None
_55818a304bdc2db5418b457d,Receiver,Parent Element,-1 Blacklist
_590a358486f77429692b2790,RecBatt,Barter Items,0 None
_5bbde409d4351e003562b036,Recoil pad from Aim Sports for Mosin rifle,Attachments,0 None
_5a0c59791526d8dba737bba7,6G15U,Attachments,0 None
_5c0126f40db834002a125382,RR,Weapons M,5 Super
_5c0e534186f7747fa1419867,eTG-c,Meds,2 Medium
_5b7d678a5acfc4001a5c4022,DS SA-58,Attachments,0 None
_5ae0973a5acfc4001562206c,Mos.Std.,Attachments,0 None
_5bfd4cbe0db834001b73449f,514mm Mosin barrel,Attachments,0 None
_5ae09bff5acfc4001562219d,730mm Mosin barrel,Attachments,0 None
_5b7d6c105acfc40015109a5f,FAL DC,Attachments,0 None
_5ae096d95acfc400185c2c81,Mosin Stock,Attachments,0 None
_5de910da8b6c4240ba2651b5,MP9 stock,Attachments,0 None
_5bcf0213d4351e0085327c17,A1 stock,Attachments,0 None
_5bd704e7209c4d00d7167c31,A2 stock,Attachments,0 None
_5c4eecc32e221602b412b440,SV-98 sil.,Attachments,0 None
_5c503af12e221602b177ca02,VPO-101 stock,Attachments,0 None
_5de655be4a9f347bc92edb88,VPO-215 stock,Attachments,0 None
_5a329052c4a28200741e22d3,RSASS,Attachments,0 None
_5bfea6e90db834001b7347f3,M700,Weapons SR,4 Ultra
_5a7828548dc32e5a9c28b516,M870,Weapons SG,0 None
_5a367e5dc4a282000e49738f,RSASS 7.62,Weapons DMR,4 Ultra
_5c0102aa0db834001b734ba1,2 in. RAHG,Attachments,0 None
_5c0102b20db834001d23eebc,4 in. RAHG,Attachments,0 None
_5a7880d0c5856700142fdd9d,SPS M870,Attachments,0 None
_560838c94bdc2d77798b4569,RTC 12ga,Attachments,0 None
_5e2aef7986f7746d3f3c33f5,Repellent,Barter Items,0 None
_59e7715586f7742ee5789605,Resp,Vanity,0 None
_5448be9a4bdc2dfd2f8b456a,RGD-5,Weapons T,1 Low
_5996f6cb86f774678763a6ca,RGD-5 Shrapnel,Ammo,1 Low
_5e2af4a786f7746d3f3c3400,Ripstop,Barter Items,1 Low
_59faf7ca86f7740dbe19f6c2,Roler,Barter Items,3 High
_5a9fbb74a2750c0032157181,Rotor43 .366TKM,Attachments,0 None
_5a9fbb84a2750c00137fa685,Rotor43 5.56x45,Attachments,1 Low
